#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
REL_CAPTOR;Captor;Capteur;Eroberer;;Captor;;;;;;;;;x
ca_wall_4_desc;These large walls surround the fortress and must be overcome by any attacker.;Ces grands murs qui entourent le ch?teau doivent ?tre surmont?s par tout attaquant.;Diese gro?en Mauern umgeben die Burg und m?ssen erst von jedem Angreifer ?berwunden werden. ;;Estas grandes murallas rodean el castillo y deben ser superadas por cualquier atacante.;;;;;;;;;x
ca_wall_5_desc;These massive walls surround the fortress and must be overcome by any attacker.;Ces murs massifs qui entourent le ch?teau doivent ?tre surmont?s par tout attaquant.;Diese massiven Mauern umgeben die Burg und m?ssen erst von jedem Angreifer ?berwunden werden. ;;Estas enormes murallas rodean el castillo y deben ser superadas por cualquier atacante.;;;;;;;;;x
ca_keep_1_desc;This keep serves as the fortified residence of noble inhabitants.;Ce donjon sert de r?sidence fortifi?e aux habitants du ch?teau.;Dieser Bergfried dient den Burgbewohnern als befestigte Wohnst?tte.;;Esta fortaleza sirve como residencia fortificada a los habitantes del castillo. ;;;;;;;;;x
ca_militia_barracks_1_desc;This simple training ground readies the local peoples for war.;Ce simple champ d'entra?nement pr?pare les paysans ? la guerre.;Dieser einfache ?bungsplatz bereitet die Bauern auf den Krieg vor. ;;En este sencillo campo de entrenamiento se prepara a los campesinos para la guerra. ;;;;;;;;;x
ca_militia_barracks_2_desc;An archery range where archers can master the bow.;Un champ de tir ? l'arc o? les troupes peuvent ma?triser leur art.;Ein Bogenschie?platz, auf dem das Heer seine Bogenk?nste verbessern kann.;;Campo de pr?cticas de tiro, donde los levas pueden aprender el arte del tiro con arco.;;;;;;;;;x
ca_militia_barracks_3_desc;An expanded archery range where archers can master the bow.;Un tr?s grand champ de tir ? l'arc o? les troupes peuvent ma?triser leur art.;Ein erweiterter Bogenschie?platz, auf dem das Heer seine Bogenk?nste verbessern kann. ;;Campo de pr?cticas de tiro ampliado, donde las levas pueden aprender el arte del tiro con arco.;;;;;;;;;x
#ca_training_grounds_1_desc;Training grounds where the castle levies can practise and ready themselves for the inevitability of war.;Des terrains d'entra?nement o? les troupes du ch?teau veut s'exercer et se pr?parer ? une guerre in?vitable.;?bungspl?tze, auf denen das Burgheer ?ben und sich auf den unvermeidlichen Krieg vorbereiten kann.;;Campos de entrenamiento donde las levas del castillo pueden practicar y prepararse para la inevitabilidad de la guerra. ;;;;;;;;;x
ca_barracks_1_desc;These quarters are the home of the lordship's warriors.;Ces quartiers abritent l'ost du ch?teau.;Diese Quartiere sind die Behausung f?r das Burgheer. ;;Estos cuartos son el hogar de las levas del castillo. ;;;;;;;;;x
ca_stable_1_desc;This stable just outside the walls houses all the steeds of the levy.;Cette ?curie tout pr?s du ch?teau abrite tous les destriers de l'ost.;Dieser Stall, direkt au?erhalb der Burgmauern, beherbergt alle R?sser des Heeres.;;Este establo situado junto a las murallas del castillo alberga las monturas de la leva. ;;;;;;;;;x
ca_town_1_desc;A small collection of dwellings have formed around the lord's hall, as locals flock to its walls for protection.;Un petit village s'est form? autour du ch?teau. Les paysans des environs s'assemblent pr?s de ses murs pour b?n?ficier de leur protection.;Ein kleines Dorf hat sich um die Burg herum gebildet, da ans?ssige Bauern f?r Schutz zu den Burgmauern str?men.;;Una peque?a aldea se ha formado alrededor del castillo, pues los campesinos locales acuden a sus murallas en busca de protecci?n. ;;;;;;;;;x
ca_town_2_desc;A town has formed around the lord's hall, as locals flock to its walls for protection.;Une ville s'est form?e autour du ch?teau. Les paysans des environs s'assemblent pr?s de ses murs pour b?n?ficier de leur protection.;Eine Kleinstadt hat sich um die Burg herum gebildet, da ans?ssige Bauern f?r Schutz zu den Burgmauern str?men.;;Un pueblo se ha formado alrededor del castillo, pues los campesinos locales acuden a sus murallas en busca de protecci?n. ;;;;;;;;;x
ca_town_3_desc;A city has formed around the lord's hall, as locals flock to its walls for protection.;Une cit? s'est form?e autour du ch?teau. Les paysans des environs s'assemblent pr?s de ses murs pour b?n?ficier de leur protection.;Eine Stadt hat sich um die Burg herum gebildet, da ans?ssige Bauern f?r Schutz zu den Burgmauern str?men.;;Una ciudad se ha formado alrededor del castillo, pues los campesinos locales acuden a sus murallas en busca de protecci?n. ;;;;;;;;;x
ca_town_4_desc;The dwellings that once surrounded this fortress have become a large city, with thousands of inhabitants calling it their home.;Le petit village qui s'est un jour construit autour du ch?teau est devenu une grande cit? o? des milliers d'habitants ont trouv? leur chez-soi.;Das kleine Dorf, das diese Burg einmal umgeben hat, hat sich zu einer gro?en Stadt mit Tausenden Einwohnern gemausert, die sie als ihre Heimat bezeichnen. ;;La peque?a aldea que una vez rode? el castillo se ha convertido en una gran ciudad, a la que miles de habitantes consideran su hogar. ;;;;;;;;;x
ca_town_5_desc;The dwellings that once surrounded this fortress have become a great city, with thousands of inhabitants calling it their home.;Le petit village qui s'est un jour construit autour du ch?teau est devenu une m?tropole achaland?e o? des milliers d'habitants ont trouv? leur chez-soi.;Das kleine Dorf, das diese Burg einmal umgeben hat, hat sich zu einer gesch?ftigen Metropole mit Tausenden Einwohnern gemausert, die sie als ihre Heimat bezeichnen. ;;La peque?a aldea que una vez rode? el castillo se ha convertido en una bulliciosa metr?poli, a la que miles de habitantes consideran su hogar. ;;;;;;;;;x


ca_warrior_cult_desc;Pagan warriors from all nearby tribes gather here and work themselves into a blood frenzy before they set out for battle.;Des guerriers pa?ens des tribus environnantes se rassemblent ici et s'excitent dans une fr?n?sie sanglante avant de se pr?parer ? la bataille.;Heidnische Krieger von allen nahegelegenen St?mmen haben sich hier versammelt und treiben sich gegenseitig in einen Blutrausch, bevor sie in den Kampf ziehen. ;;Guerreros paganos de todas las tribus cercanas se re?nen aqu? y se entrenan en un frenes? de sangre antes de partir para la batalla. ;;;;;;;;;x
ca_culture_saxon_english_1_desc;The strong tradition of archery in England and Wales produces excellent bowmen. Here they can practise with their powerful longbows.;La forte tradition de tir ? l'arc en Angleterre et au Pays de Galles produit d'excellents archers. Ils peuvent s'exercer ici avec leur puissants arcs.;Die starke Tradition des Bogenschie?ens in England und Wales hat exzellente Bogensch?tzen hervorgebracht. Hier k?nnen sie mit ihren m?chtigen Langb?gen ?ben. ;;La fuerte tradici?n con la que cuenta el tiro con arco en Inglaterra y Gales produce unos arqueros excelentes. Aqu? pueden entrenarse con sus poderosos arcos largos. ;;;;;;;;;x
ca_culture_group_baltic_1_desc;Baltic warriors assemble here to test their strength against one another in single combat.;Les guerriers baltes s'assemblent ici pour tester leur force l'un contre l'autre en combat singulier.;Baltische Krieger versammeln sich hier, um ihre St?rke gegeneinander im Kampf, Mann gegen Mann, zu erproben.;;Los guerreros b?lticos se congregan aqu? para probar su fuerza unos contra otros en combates individuales.;;;;;;;;;x
ca_culture_frank_norman_german_1_desc;Here knights face off against each other in jousting tournaments and other chivalrous competitions.;Ici, les chevaliers se joutent face ? face, en tournois et autres comp?titions chevaleresques.;Hier treten Ritter auf Turnierk?mpfen beim Lanzenstechen, oder anderen ritterlichen Wettbewerben, gegeneinander an. ;;Aqu? los caballeros se enfrentan unos contra otros en torneos de justas y otras competiciones caballerescas. ;;;;;;;;;x
ca_culture_group_iberian_1_desc;The agile Iberian "jinete" light cavalry is raised here. Inspired by the Moors, these horsemen are skilled at skirmishing and harassment.;La brillante cavalerie l?g?re ib?rique ''jinete'' est entra?n?e ici. Inspir?s par les Maures, ces cavaliers excellent lors des escarmouches.;"Die wendige, iberische ""Jinete"", leichte Kavallerie wird hier ausgebildet. Inspiriert durch die Moore, sind diese Reiter f?r Scharm?tzel und St?rman?ver pr?destiniert. ";;La ?gil caballer?a ligera de jinetes iberos se educa aqu?. Estos caballeros, inspirados por los moriscos, son expertos en escaramuzas y hostigamientos.;;;;;;;;;x
ca_culture_italian_1_desc;Well-disciplined Italian pike formations are raised here, specializing in the defense.;Les formations italiennes de piquiers sont entra?n?es ici. Sp?cialis?es en d?fense, elles sont tr?s disciplin?es.;Die sehr disziplinierte, italienische Pike-Formation wird hier aufgezogen, die auf die Verteidigung spezialisiert ist. ;;Las disciplinadas formaciones de picas italianas, especializadas en defensa, se educan aqu?. ;;;;;;;;;x
ca_culture_russian_1_desc;Druzhina retinues train here, well-knit martial fellowships in service of a Russian lord.;Les troupes de Druzhina s'entra?nent ici, une fraternit? martiale au service d'un seigneur russe.;Das Druschina-Gefolge wird hier ausgebildet, eine sorgf?ltig zusammengef?gte, kriegerische Gemeinschaft, die im Dienste eines russischen Lords steht.  ;;Las tropas de la druzhina, una camarader?a marcial solidaria al servicio de un caudillo ruso, entrenan aqu?.;;;;;;;;;x
ca_culture_group_north_germanic_1_desc;Housecarls are trained here, providing excellent if somewhat ill-tempered heavy infantry, usually equipped with powerful battle axes.;Les housecarls s'entra?nent ici. Habituellement ?quip?s de puissantes haches de combat, ils forment une infanterie lourde qui peut avoir tr?s mauvais caract?re.;Die Huscarl werden hier ausgebildet. Sie leisten ausgezeichnete Arbeit, auch wenn sie eine etwas ?bellaunige, schwere Infanterie sind, die normalerweise mit m?chtigen Kampf?xten ausger?stet ist.;;Aqu? se entrenan los huscarles, que constituyen una excelente infanter?a pesada, a pesar de su mal car?cter. Suelen equiparse con potentes hachas de guerra. ;;;;;;;;;x
ca_culture_hungarian_1_desc;The hussars make excellent light cavalry, and are trained to hit the enemy relentlessly from different directions before regrouping and doing it again.;Les hussards forment une excellente cavalerie l?g?re. Ils sont entra?n?s ? frapper l'ennemi de tous c?t?s et avec acharnement, puis ils se regroupent et ils recommencent.;Die Hussaren geben eine hervorragende leichte Kavallerie ab und sind darin ge?bt, den Feind schonungslos aus unterschiedlichen Richtungen anzugreifen, bevor sie sich neu gruppieren und es erneut tun.;;Los h?sares constituyen una caballer?a ligera excelente y son entrenados para atacar al enemigo sin descanso desde distintos puntos, para despu?s reagruparse y atacar de nuevo.;;;;;;;;;x
ca_culture_group_arabic_1_desc;Camels make adaptable and sturdy mounts, especially in desert environments. Not only do their smell often frighten horses, but they are excellent pack animals that free up faster mounts for use in battle when the situation dictates.;Les chameaux sont des montures robustes qui s'adaptent particuli?rement bien au d?sert. En plus d'effrayer les chevaux par leur odeur, ils sont d'excellentes b?tes de somme, ce qui permet de lib?rer les montures plus rapides lorsque la situation l'exige.;Kamele sind, insbesondere in W?stenregionen, anpassungsf?hige und robuste Reittiere. Nicht nur, dass ihr Geruch h?ufig Pferde verschreckt, sie sind auch hervorragende Packtiere, die im Kampf den Platz der schnelleren Pferde einnehmen, wenn die Umst?nde es verlangen.;;Los camellos son una montura adaptable y resistente, sobre todo en parajes des?rticos. El olor que desprenden suele asustar a los caballos y, adem?s, son excelentes animales de carga y permiten liberar monturas m?s r?pidas para acudir a la batalla cuando la situaci?n lo requiere. ;;;;;;;;;x
ca_culture_group_byzantine_1_desc;Both the horse and rider are clad in iron scales in these heavily armored cavalry formations. The cataphracts are a fearsome sight on the battlefield, and few armies can withstand one of their massed charges.;Le cheval et le cavalier sont tous deux rev?tus d'?cailles de fer dans ces cavaleries aux armures lourdes. Les cataphractaires offrent un terrifiant spectacle sur les champs de bataille, et peu d'arm?es peuvent r?sister lorsqu'ils chargent en bloc.;Sowohl Pferd als auch Reiter sind in diesen schweren Kavallerieformationen in Eisenschuppen gewandet. Die Kataphrakte sind ein be?ngstigender Anblick auf dem Schlachtfeld und nur wenige Armeen k?nnen einem ihrer geballten Vorst??e standhalten.;;En estas formaciones de caballer?a fuertemente acorazadas, tanto el caballo como el jinete est?n revestidos con una armadura. Los catafractos son temibles en el campo de batalla y son pocos los ej?rcitos que pueden resistir sus cargas masivas. ;;;;;;;;;x
ca_culture_irish_1_desc;Originally from Scotland, the gallowglass warriors are excellent heavy infantrymen renowned for their stubborn defense.;Originaires d'?cosse, les guerriers gallowglass sont d'excellents fantassins de l'infanterie lourde, renomm?s pour leur ent?tement dans la d?fense.;Urspr?nglich aus Schottland, sind die Gallowglass Soldaten ausgezeichnete schwere Infanteristen, die f?r ihre widerspenstige Verteidigung bekannt sind. ;;Los guerreros Gallowglass, originarios de Escocia, son excelentes soldados de infanter?a pesada reconocidos por su defensa a ultranza. ;;;;;;;;;x
ca_culture_ethiopian_1_desc;Large numbers of Ethiopian warriors are drilled here in the effective use of spears and bows.;De nombreux guerriers ?thiopiens s'exercent ici ? utiliser efficacement les lances et les arcs.;Eine gro?e Anzahl der ?thiopischen Krieger werden hier in der effektiven Handhabung von Speer und Bogen gedrillt. ;;Grandes cantidades de guerreros et?opes son adiestrados aqu? en el uso eficaz de lanzas y arcos. ;;;;;;;;;x
ca_culture_group_south_slavic_1_desc;This light cavalry force can trace its origins back to Serbia. Armed with spears and shields, they often serve in a support role, charging the enemy as soon as an opportunity presents itself.;Cette cavalerie l?g?re trouve son origine en Serbie. Ses membres sont arm?s de lances et de boucliers et servent surtout ? appuyer les autres unit?s. Ils chargent l'ennemi d?s que l'occasion se pr?sente.;Diese leichte Kavallerie-Streitmacht kann seine Herkunft bis nach Serbien zur?ckverfolgen. Bewaffnet mit Speeren und Schilden, dienen sie h?ufig in einer unterst?tzenden Weise, und greifen den Feind an, sobald sich ihnen eine Gelegenheit bietet.;;Los or?genes de esta caballer?a ligera se remontan a Serbia. Armada con lanzas y escudos, a menudo cumple una labor de apoyo y carga contra el enemigo tan pronto como se presenta la oportunidad. ;;;;;;;;;x
ca_culture_dutch_1_desc;These urban militias are named after the Flemish goedendag mace they favor in battle. They have proven themselves more than once against armored cavalry.;Ces milices urbaines tirent leur nom du godendac flamand, leur arme de pr?dilection. Elles ont plus d'une fois fait leurs preuves contre la cavalerie lourde.;Diese  st?dtische Miliz ist nach dem fl?mischen Morgenstern benannt, den sie im Kampf bevorzugen. Sie haben sich mehr als einmal gegen gepanzerte Kavallerie behauptet.;;Estas milicias urbanas llevan el nombre de la maza flamenca Goedendag que esgrimen en la batalla. Se han medido en m?s de una ocasi?n contra la caballer?a acorazada. ;;;;;;;;;x
ca_culture_scottish_1_desc;The schiltron is a compact body of Scottish pikemen. If threatened by cavalry, they present row upon row of spears firmly braced in the earth. Only a fool or a madman would willingly charge into such a dense wall of killing instruments.;Le schiltron est un corps militaire compact de piquiers ?cossais. S'ils sont menac?s par la cavalerie, ils se placent en rang?es bien serr?es, leur lances fermement plant?es dans le sol. Seul un imb?cile ou un fou chargerait sur un mur si dense d'instruments de mort.;Das Schiltron ist ein kompakter K?rper schottischer Pikiniere. Wenn sie von der Kavallerie bedroht werden, pr?sentieren sie aneinandergereihte, fest in die Erde gest?tzte Speere. Nur ein Dummkopf oder Verr?ckter w?re bereit, freiwillig in eine solch dichte Mauer m?rderischer Werkzeuge zu st?rmen.;;El Schiltron es un cuerpo compacto de piqueros escoceses. Cuando la caballer?a les amenaza, crean filas y filas de lanzas firmemente ancladas en tierra. Solo un tonto o un loco se aventurar?an a cargar contra su denso muro de instrumentos letales.;;;;;;;;;x
ca_culture_group_altaic_1_desc;The feared horse archers of the Asiatic Steppes are trained here. These highly mobile horsemen frequently outmaneuver their opponents, and are some of the finest warriors the world has ever seen.;Les redoutables archers ? cheval des steppes asiatiques sont entra?n?s ici. Ces cavaliers tr?s mobiles d?jouent fr?quemment les tactiques de leurs adversaires. Ils sont parmi les meilleurs guerriers que le monde ait jamais vus.;Die gef?rchteten, berittenen Bogensch?tzen der asiatischen Steppe werden hier ausgebildet. Diese hochbeweglichen Reiter man?vrieren ihre Gegner h?ufig aus und geh?ren zu den besten K?mpfern, die die Welt je gesehen hat. ;;Los temidos arqueros a caballo de las estepas asi?ticas entrenan aqu?. Estos jinetes de gran movilidad con frecuencia superan a sus oponentes y se cuentan entre los mejores guerreros que se han visto jam?s.;;;;;;;;;x
ca_culture_west_african_1_desc;These free warriors from the horon caste come armed with bows and poisoned arrows.;Ces guerriers libres de la caste des Horon sont arm?s d'arcs et de fl?ches empoisonn?es.;Diese freien Krieger der Horon-Kaste kommen bewaffnet mit B?gen und vergifteten Pfeilen. ;;Estos guerreros libres de la casta de los horones van armados con arcos y flechas envenenadas. ;;;;;;;;;x



ct_wall_q_1_desc;This shallow moat surrounding the settlement provides another obstacle for attackers to overcome.;Ces douves peu profondes qui entourent la cit? sont un obstacle suppl?mentaire ? franchir pour les attaquants.;Dieser seichte Burggraben, der die Stadt umgibt, bietet ein weiteres Hindernis, das Angreifer ?berwinden m?ssen. ;;Campo de pr?cticas de tiro ampliado, donde las levas pueden aprender el arte del tiro con arco.;;;;;;;;;x
ct_wall_q_2_desc;This gatehouse defends the entrance to the settlement, and makes it easier to control who comes in and who leaves.;Ce corps-de-garde prot?ge l'entr?e de la cit?. Il est ainsi plus simple de contr?ler qui y entre et qui en sort.;Dieses Torhaus verteidigt den Eingang der Stadt und vereinfacht die Kontrolle dar?ber, wer reinkommt und wer geht.;;Esta puerta defiende la entrada de la ciudad y permite controlar m?s f?cilmente qui?n entra y qui?n sale. ;;;;;;;;;x
ct_wall_3_desc;These stone walls surround the city and must be overcome by any attacker.;Ces murs de pierre entourent la cit? et doivent ?tre surmont?s par tout attaquant.;Diese Steinmauern umgeben die Stadt und m?ssen von jedem Angreifer ?berwunden werden. ;;Estas murallas de piedra rodean la ciudad y deben ser superadas por cualquier atacante.;;;;;;;;;x
ct_wall_4_desc;These large walls surround the city and must be overcome by any attacker.;Ces grands murs de pierre entourent la cit? et doivent ?tre surmont?s par tout attaquant.;Diese gro?en Mauern umgeben die Stadt und m?ssen erst von jedem Angreifer ?berwunden werden. ;;Estas grandes murallas rodean la ciudad y deben ser superadas por cualquier atacante.;;;;;;;;;x
ct_wall_5_desc;These massive walls surround the city and must be overcome by any attacker.;Ces massifs murs de pierre entourent la cit? et doivent ?tre surmont?s par tout attaquant.;Diese massiven Mauern umgeben die Stadt und m?ssen erst von jedem Angreifer ?berwunden werden. ;;Estas enormes murallas rodean la ciudad y deben ser superadas por cualquier atacante.;;;;;;;;;x
ct_training_grounds_1_desc;The local militia assembles here to train and arm themselves.;La milice de la cit? s'assemble ici pour s'entra?ner et s'armer.;Die Stadt-Miliz versammelt sich hier, um zu ?ben und sich zu bewaffnen.;;La milicia de la ciudad se re?ne aqu? para entrenar y armarse. ;;;;;;;;;x
#ct_barracks_1_desc;This where the adult men of the city muster to join the militia in times of war.;C'est ici que les hommes de la cit? se rassemblent pour se joindre ? la milice en temps de guerre.;Hier werden die erwachsenen M?nner der Stadt einberufen, um in Kriegszeiten der Miliz beizutreten. ;;Aqu? se congregan los hombres adultos de la ciudad para unirse a la milicia en tiempos de guerra. ;;;;;;;;;x
ct_barracks_2_desc;This range lets the local inhabitants practise their archery and provides skilled bowmen for the militia.;Les citadins peuvent exercer leur arc dans ce champ de tir. La milice peut ainsi s'enrichir d'habiles archers.;Dieser Bereich erlaubt es den Bewohnern der Stadt, sich in der Bogenkunst zu ?ben und bietet der Miliz sachkundige Bogensch?tzen.;;Este campo de entrenamiento permite a los habitantes de la ciudad practicar el tiro con arco y proporciona arqueros cualificados a la milicia. ;;;;;;;;;x
ct_guard_1_desc;The city guard are headquartered here, constantly on watch for those who would upset the peace.;Les quartiers g?n?raux des gardes de la cit? sont ici. Ils surveillent constamment, pr?ts ? arr?ter quiconque contrevient ? la loi ou trouble la paix.;Die Stadtwache hat hier ihren Hauptsitz und h?lt rund um die Uhr nach denen Ausschau, die das Gesetz brechen oder den Frieden st?ren w?rden. ;;La guardia de la ciudad, siempre atenta para descubrir a quienes violen la ley o alteren el orden p?blico, tiene su sede aqu?. ;;;;;;;;;x
ct_marketplace_1_desc;A small market in the center of town where merchants trade their wares.;Un petit march? au centre de la ville o? les marchands m?nent leurs petites affaires.;Ein kleiner Markt im Zentrum der Stadt, wo die Kaufleute ihre Waren feilbieten. ;;Peque?o mercado en el centro de la ciudad donde los mercaderes venden sus mercanc?as. ;;;;;;;;;x
ct_marketplace_2_desc;This is where the city's guilds meet and organize their activities.;C'est l? que les guildes de la cit? se rencontrent et organisent leurs activit?s.;An diesem Ort treffen sich die  Gilden der Stadt und organisieren ihre Aktivit?ten. ;;Aqu? es donde los gremios de la ciudad se re?nen y organizan sus actividades. ;;;;;;;;;x
ct_marketplace_3_desc;Toll booths provide a welcome boost to any city's income, as traveling merchants are forced to part with some of their wealth while passing through.;Les cabines de p?ages augmentent consid?rablement les revenus de la cit? car les marchands qui passent par l? doivent se d?partir d'une part de leurs richesses.;Mauth?uschen bieten dem st?dtischen Einkommen einen willkommenen Schub, da reisende Kaufleute bei ihrer Durchreise einen Teil ihres Reichtums abgeben m?ssen.;;Los controles de peaje favorecen los ingresos de cualquier ciudad, puesto que los mercaderes ambulantes se ven obligados a desprenderse de parte de su riqueza al pasar.;;;;;;;;;x
ct_marketplace_4_desc;Legal disputes in the city are adjucated here, ensuring that trade and commerce continues to flow as smoothly as possible.;Dans la cit?, les disputes d'ordre l?gal sont r?gl?es ici, ce qui assure la s?r?nit? des affaires commerciales.;Rechtliche Streitigkeiten in der Stadt werden hier verhandelt und stellen sicher, dass der Handel weiterhin so reibungslos wie m?glich weitergehen kann.;;Las disputas legales de la ciudad se deliberan aqu?, lo que garantiza que el comercio y los negocios fluyan de la mejor forma posible. ;;;;;;;;;x
ct_marketplace_5_desc;Assay offices test the purity of precious metals, and the assayer provides those certified as pure with a master's mark as proof of their quality. This helps to promote fair and honest trade.;On teste la puret? des m?taux pr?cieux dans ces bureaux. Les analystes apposent leur marque sur les m?taux qui sont certifi?s purs, preuve de leur qualit?. Ceci assure un commerce honn?te et juste. ;In Metallprobenb?ros wird die Reinheit wertvoller Metalle ?berpr?ft und der Pr?fer vergibt an all jene, die als unverf?lscht gelten, die Meistermarke als Zeichen f?r ihre Qualit?t. Dies hilft dabei, einen gerechten und ehrlichen Handel voranzutreiben.;;Las oficinas de tasaci?n analizan la pureza de los metales preciosos. El tasador agrega a los metales certificados como puros una marca maestra que garantiza su calidad. Esto ayuda a promover el comercio justo y honesto. ;;;;;;;;;x
ct_marketplace_6_desc;These fairgrounds are large enough to host a magnificent fair, bringing in traders and entertainers from across the realm.;Ces champs de foire sont assez grands pour y tenir une immense foire, accueillant ainsi des marchands et des artistes venus de tout le royaume.;Dieser Festplatz ist gro? genug, um einen pr?chtigen Jahrmarkt abzuhalten, der H?ndler und Unterhaltungsk?nstler aus dem ganzen Reich anlockt. ;;Estos terrenos son lo suficientemente amplios como para albergar una magn?fica feria, que convoca a mercaderes y artistas de todo el territorio.;;;;;;;;;x
ct_port_1_desc;A port that services ships coming in to load or unload cargo and passengers.;Un port qui dessert les bateaux qui viennent charger ou d?charger leurs marchandises.;Ein Hafen, der Schiffen, die ihn anlaufen dazu dient, ihre Fracht zu be- oder entladen. ;;Puerto mercantil, utilizado para la carga y descarga de mercanc?as.;;;;;;;;;x
ct_university_1_desc;A place of scholarly learning for those ambitious individuals seeking greater wisdom.;Un lieu de hautes ?tudes pour ceux qui ont assez d'influence pour y ?tre admis.;Ein Ort der h?heren Lehre f?r all jene, die ausreichend Einfluss besitzen, um Zutritt zu erlangen.;;Centro de educaci?n superior para aquellos con influencia suficiente para ser admitidos.;;;;;;;;;x
tp_wall_q_1_desc;This shallow moat surrounding the temple provides another obstacle for attackers to overcome.;Ces douves peu profondes entourant l'?glise forment un autre obstacle ? surmonter pour les assaillants.;Dieser seichte Burggraben, der die Kirche umgibt, bietet ein weiteres Hindernis, das Angreifer ?berwinden m?ssen. ;;El poco profundo foso que rodea la iglesia es un obst?culo m?s que los atacantes deben superar.;;;;;;;;;x
tp_wall_q_2_desc;This gatehouse defends the entrance to the temple, and makes it easier to control who comes in and who leaves.;Ce corps-de-garde prot?ge l'entr?e de l'?glise. Il est ainsi plus simple de contr?ler qui y entre et qui en sort.;Dieses Pf?rtnerhaus verteidigt den Eingang der Kirche und vereinfacht die Kontrolle dar?ber, wer reinkommt und wer geht.;;Esta puerta defiende la entrada de la iglesia y permite controlar m?s f?cilmente qui?n entra y qui?n sale. ;;;;;;;;;x
tp_wall_3_desc;These stone walls surround the temple and must be overcome by any attacker.;Ces murs de pierre entourent l'?glise et doivent ?tre surmont?s par tout attaquant.;Diese Steinmauern umgeben die Kirche und m?ssen von jedem Angreifer ?berwunden werden. ;;Estas murallas de piedra rodean la iglesia y deben ser superadas por cualquier atacante.;;;;;;;;;x
tp_wall_4_desc;These large walls surround the temple and must be overcome by any attacker.;Ces grands murs de pierre entourent l'?glise et doivent ?tre surmont?s par tout attaquant.;Diese gro?en Mauern umgeben die Kirche und m?ssen erst von jedem Angreifer ?berwunden werden. ;;Estas grandes murallas rodean la iglesia y deben ser superadas por cualquier atacante.;;;;;;;;;x
tp_wall_5_desc;These massive walls surround the temple and must be overcome by any attacker.;Ces massifs murs de pierre entourent l'?glise et doivent ?tre surmont?s par tout attaquant.;Diese massiven Mauern umgeben die Kirche und m?ssen erst von jedem Angreifer ?berwunden werden. ;;Estas enormes murallas rodean la iglesia y deben ser superadas por cualquier atacante.;;;;;;;;;x
tp_monastery_1_desc;This temple serves as a spiritual and scholarly center of the local community.;Cette ?glise est le centre spirituel de la communaut? locale.;Diese Kirche dient als spirituelles Zentrum f?r die ans?ssige Gemeinde.;;Esta iglesia constituye el centro espiritual de la comunidad local. ;;;;;;;;;x
tp_monastery_2_desc;People from across the realm come here to visit the shrines within this impressive temple. It serves as a major landmark, and its monuments can be seen from far away.;Des gens viennent de tout le royaume visiter cette impressionnante cath?drale. Elle est un point de rep?re important et ses clochers peuvent ?tre vus de tr?s loin.;Menschen aus dem ganzen Reich kommen her, um die beeindruckende Kathedrale zu besuchen. Sie dient als bedeutendes Wahrzeichen, dessen Turmspitzen von Weitem zu sehen sind. ;;Personas de todo el territorio vienen para visitar esta impresionante catedral. Constituye un importante lugar de inter?s, cuyas agujas se divisan a gran distancia.;;;;;;;;;x
tp_barracks_1_desc;When necessary, locals from the woods and farms are conscripted into a milita stationed in this barracks.;Lorsqu'il le faut, des paysans des fermes avoisinantes sont conscrits dans la milice de l'?glise et sont post?s ici.;Falls n?tig, werden die ans?ssigen Bauern in die Kirchen-Miliz eingezogen und hier stationiert. ;;En caso necesario, se reclutan campesinos de las haciendas locales para la milicia eclesi?stica y se apostan aqu?. ;;;;;;;;;x
tp_elite_barracks_1_desc;These pious warriors have sworn to defend this sacred place with their lives.;Ces saints guerriers ont jur? de d?fendre leur ?glise au p?ril de leur vie.;Diese heiligen Krieger haben geschworen, die Kirche mit ihren Leben zu verteidigen. ;;Estos guerreros santos han jurado defender esta iglesia con su vida. ;;;;;;;;;x
tp_town_1_desc;A collection of dwellings for visitors and scholars have gathered around the temple.;Ce petit village de paysans pieux a ?t? ?rig? autour de l'?glise.;Dieses kleine Dorf gl?ubiger Bauern hat sich um diese Kirche niedergelassen.;;Esta peque?a aldea de campesinos fieles se ha formado alrededor de la iglesia. ;;;;;;;;;x
tp_town_2_desc;A small village of permanent residents has formed around the temple.;Cette ville de paysans pieux a ?t? ?rig?e autour de l'?glise.;Diese Stadt gl?ubiger Bauern hat sich um diese Kirche niedergelassen.;;Este pueblo de campesinos fieles se ha formado alrededor de la iglesia. ;;;;;;;;;x
tp_town_3_desc;An entire town has come to surround this temple, and is a thriving community in its own right.;Cette grande ville de paysans pieux a ?t? ?rig?e autour de l'?glise.;Diese gro?e Stadt gl?ubiger Bauern hat sich um diese Kirche niedergelassen.;;Esta gran ciudad de campesinos fieles se ha formado alrededor de la iglesia. ;;;;;;;;;x
