#CODE;ENGLISH;FRENCH;GERMAN;SPANISH;ITALIAN;;x
b_central_brownlands;Central Brownlands;Central Brownlands;;;Central Brownlands;;x
b_central_brownlands_adj;Central Brownlandsian;Central Brownlandsian;;;Central Brownlandsian;;x
b_south_opposite_lorien;South Opposite Lorien;South Opposite Lorien;;;South Opposite Lorien;;x
b_south_opposite_lorien_adj;South Opposite Lorienian;South Opposite Lorienian;;;South Opposite Lorienian;;x
b_north_opposite_lorien;North Opposite Lorien;North Opposite Lorien;;;North Opposite Lorien;;x
b_north_opposite_lorien_adj;North Opposite Lorienian;North Opposite Lorienian;;;North Opposite Lorienian;;x
b_wuduburg;Wuduburg;Wuduburg;;;Wuduburg;;x
b_wuduburg_adj;Wuduburgrim;Wuduburgrim;;;Wuduburgrim;;x
b_opposite_gladden;Opposite Gladden;Opposite Gladden;;;Opposite Gladden;;x
b_opposite_gladden_adj;Opposite Gladdenian;Opposite Gladdenian;;;Opposite Gladdenian;;x
b_forest_gate;Forest Gate;Forest Gate;;;Forest Gate;;x
b_forest_gate_adj;Forest Gateian;Forest Gateian;;;Forest Gateian;;x
b_mirkmaer;Mirkmaer;Mirkmaer;;;Mirkmaer;;x
b_mirkmaer_adj;Mirkmaerim;Mirkmaerim;;;Mirkmaerim;;x
b_north_west_of_mirkwood;North West of Mirkwood;North West of Mirkwood;;;North West of Mirkwood;;x
b_north_west_of_mirkwood_adj;North West of Mirkwoodian;North West of Mirkwoodian;;;North West of Mirkwoodian;;x
b_north_of_mirkwood;North of Mirkwood;North of Mirkwood;;;North of Mirkwood;;x
b_north_of_mirkwood_adj;North of Mirkwoodian;North of Mirkwoodian;;;North of Mirkwoodian;;x
b_isenflow;Isenflow;Isenflow;;;Isenflow;;x
b_isenflow_adj;Isenflowian;Isenflowian;;;Isenflowian;;x
b_minas_tirith;Minas Tirith;Minas Tirith;;;Minas Tirith;;x
b_minas_tirith_adj;Minas Tirithian;Minas Tirithian;;;Minas Tirithian;;x
b_south_shire_1;South Shire 1;South Shire 1;;;South Shire 1;;x
b_south_shire_1_adj;South Shire 1ian;South Shire 1ian;;;South Shire 1ian;;x
b_south_shire_2;South Shire 2;South Shire 2;;;South Shire 2;;x
b_south_shire_2_adj;South Shire 2ian;South Shire 2ian;;;South Shire 2ian;;x
b_south_shire_3;South Shire 3;South Shire 3;;;South Shire 3;;x
b_south_shire_3_adj;South Shire 3ian;South Shire 3ian;;;South Shire 3ian;;x
b_minas_morgul;Minas Morgul;Minas Morgul;;;Minas Morgul;;x
b_east_osgiliath;East Osgiliath;Osgiliath Est;;;East Osgiliath;;x
b_west_osgiliath;West Osgiliath;Ouest Osgiliath;;;West Osgiliath;;x
b_edhellond;Edhellond;Edhellond;;;Edhellond;;x
b_barad_dur;Barad-Dûr;Barad-Dûr;;;Barad-Dûr;;x
b_main_gate_barad;Main Gate;Porte Principale;;;Main Gate;;x
b_mouth_hall;Mouth's Hall;Tour de la Bouche;;;Mouth's Hall;;x
b_slaves_dungeon;Dungeon of the Slaves;Donjon des Esclaves;;;Dungeon of the Slaves;;x
b_barad_prison;Dark Prison;Geôles Noires;;;Dark Prison;;x
b_halls_ringwraith_barad;Halls of the Ringwraiths;Tour des Nazguls;;;Halls of the Ringwraiths;;x
b_dark_tower;Dark Tower;Tour Noire;;;Dark Tower;;x
b_citadel_tirith;White Tower;Tour Blanche;;;Torre Bianca;;x
b_rath_celerdain;Rath Celerdain;Rath Celerdain;;;Rath Celerdain;;x
b_rath_dinen;Rath Dinen;Rath Dinen;;;Rath Dinen;;x
b_great_gate_tirith;Great Gate;Grande Porte;;;Great Gate;;x
b_rath_amrun;Rath Amrûn;Rath Amrûn;;;Rath Amrûn;;x;;
b_tower_of_ecthelion;Second Fortified Ring;Second Anneau Fortifié;;;;Second Fortified Ring;;x
b_fountain_court;Fountain Court;Cour de la Fontaine;;;Fountain Court;;x;;
b_last_homely_house;Last Homely House;Dernière Maison Simple;;;Last Homely House;;x;;
b_gates_of_rivendell;Gates of Rivendell;Portes de Fondcombe;;;Gates of Rivendell;;x;;
b_rivendell;Rivendell;Fondcombe;;;Rivendell;;x;;
b_forges_of_rivendell;Forges of Rivendell;Forges de Fondcombe;;;Forges of Rivendell;;x;;
b_falls_of_imladris;Falls of Imladris;Chutes d'Imladris;;;Falls of Imladris;;x;;
b_white_council_chamber;White Council's Chamber;Chambre du Conseil Blanc;;;White Council's Chamber;;x;;
b_first_hall;First Hall;Première Salle;;;First Hall;;x;;
b_second_hall;Second Hall;Seconde Salle;;;Second Hall;;x;;
b_chamber_of_mazarbul;Mazarbul;Mazarbul;;;Mazarbul;;x;;
b_twentyfirst_hall;Twenty-First Hall;Vingt-et-unième Salle;;;Twenty-First Hall;;x;;
b_grand_stair;Grand Stair;Grand Escalier;;;Grand Stair;;x;;
b_tomb_of_durin;Tomb of Durin;Tombeau de Durin;;;Tomb of Durin;;x;;
b_zirak_zigil;Zirak-Zigil;Zirak-Zigil;;;Zirak-Zigil;;x;;
b_tower_of_the_swan;Tower of the Swan;Tour du Cygne;;;Tower of the Swan;;x
b_dol_amroth;Amroth Square;;;;Amroth Square;;x
b_harbor_dol_amroth;Harbor of Dol Amroth;Port de Dol Amroth;;;Harbor of Dol Amroth;;x
b_tirith_aear;Tirith Aear;Tirith Aear;;;Tirith Aear;;x
b_house_shipwrights;House of the Shipwrights;Maison des Charpentiers;;;House of the Shipwrights;;x
b_meduseld;Meduseld;Meduseld;;;Meduseld;;x
b_edoras;Edoras;Edoras;;;Edoras;;x
b_barrowfields;Barrowfields;Tertres d'Edoras;;;Barrowfields;;x
b_wall_of_edoras;Wall of Edoras;Mur d'Edoras;;;Wall of Edoras;;x
b_house_of_king;King's House;Maison du Roi;;;King's House;;x
b_hornburg;Hornburg;Hornburg;;;Hornburg;;x
b_deeping_wall;Deeping Wall;Mur du Gouffre;;;Deeping Wall;;x
b_main_gate_helm;Main Gate;Porte Principale;;;Main Gate;;x
b_aglarond;Aglarond's Caverns;Cavernes d'Aglarond;;;Aglarond's Caverns;;x
b_helms_dike;Helm's Dike;Fossé de Helm;;;Helm's Dike;;x
b_rammas_echor;Rammas Echor;Rammas Echor;;;Rammas Echor;;x
b_causeway_fort;Causeway Fort;Fort de la Chaussée;;;Causeway Fort;;x
b_pelennor_field;Pelennor's Fields;Champs de Pelennor;;;Pelennor's Fields;;x
b_harlond;Harlond;Harlond;;;Harlond;;x
b_gate_of_erebor;Gate of Erebor;Porte d'Erebor;;;Gate of Erebor;;x

b_chamber_of_thror;Chamber of Thror;Chambre de Thror;;;Chamber of Thror;;x
b_hall_of_thrain;Hall of Thrain;Salle de Thrain;;;Hall of Thrain;;x
b_ravenhill;Ravenhill;Colline-aux-Corbeaux;;;Ravenhill;;x
b_hall_of_treasure;Hall of Treasure;Salle du Trésor;;;Hall of Treasure;;x
b_back_door;Back Door;Porte Secrète;;;Back Door;;x

b_ring_of_isengard;Ring of Isengard;Anneau d'Isengard;;;Ring of Isengard;;x
b_great_gate_isengard;Great Gate;Grande Porte;;;Great Gate;;x
b_isengard_fields;Isengard's Fields;Champs d'Isengard;;;Isengard's Fields;;x
b_falls_of_isen;Falls of Isen;Chutes de l'Isen;;;Falls of Isen;;x
b_isengard_garrisons;Isengard's Garrisons;;;;;;;x
b_tower_of_moon;Tower of Moon;Tour de la Lune;;;Tower of Moon;;x
b_gate_of_morgul;Gate of Morgul;Porte de Morgul;;;Gate of Morgul;;x
b_moon_courtyard;Moon Courtyard;Cour de la Lune;;;Moon Courtyard;;x
b_hall_witchking;Hall of the Withcking;Salle du Roi-Sorcier;;;Hall of the Withcking;;x
b_ringwraith_residence;Ringwraiths's House;Tour des Nazguls;;;Ringwraiths's House;;x
b_dome_of_the_stars;Dome of the Stars;Dome des Etoiles;;;Dome of the Stars;;x
b_tol_gilthoniel;Tol Gilthoniel;Tol Gilthoniel;;;Tol Gilthoniel;;x
b_gate_of_tulkas;Gate of Tulkas Victor;Porte de Tulkas Victor;;;Gate of Tulkas Victor;;x
b_silver_gate;Silver Gate;Porte d'Argent;;;Silver Gate;;x
b_menelvagor_quays;Menelvagor Quays;Quais de Menelvagor;;;Menelvagor Quays;;x
b_bar_raudh;Bar Raudh;Bar Raudh;;;Bar Raudh;;x
b_abad_atanatar;Abad Atanatar;Abad Atanatar;;;Abad Atanatar;;x
b_minasnumen;Minasnumen;Minasnumen;;;Minasnumen;;x
b_golden_gate;Golden Gate;Porte Dorée;;;Golden Gate;;x
b_bar_annabon;Bar Annabon;Bar Annabon;;;Bar Annabon;;x
b_lumbar_quays;Lumbar Quays;Quais de Lumbar;;;Lumbar Quays;;x
b_rozinbarad;Rozinbarad;Rozinbarad;;;Rozinbarad;;x
b_forum_of_turambar;Forum of Turambar;Forum de Turambar;;;Forum of Turambar;;x
b_belthil;Belthil;Belthil;;;Belthil;;x

b_pass_shelob;Pass of Shelob;Tunnel de Shelob;;;Pass of Shelob;;x
b_mordor_pass;Mordor Pass;Tunnel du Mordor;;;Mordor Pass;;x
b_minas_anduin;Minas Anduin;Minas Anduin;;;Minas Anduin;;x
b_barad_aerhir;Barad Aerhir;Barad Aerhir;;;Barad Aerhir;;x
b_gobel_ciryaher;Gobel Ciryaher;Gobel Ciryaher;;;Gobel Ciryaher;;x
b_admirality;Admirality of Gondor;Amirauté du Gondor;;;Admirality of Gondor;;x
b_men_erain;Men Erain;Men Erain;;;Men Erain;;x
b_haudh_elendil;Haudh Elendil;Haudh Elendil;;;Haudh Elendil;;x
b_main_gate_annuminas;Main Gate of Annúminas;Grande Porte d'Annúminas;;;Main Gate of Annúminas;;x
b_annuminas;Annúminas;Annúminas;;;Annúminas;;x
b_tyl_annun;Tyl Annûn;Tyl Annûn;;;Tyl Annûn;;x
b_citadel_annuminas;Citadel of Annúminas;Citadelle d'Annúminas;;;Citadel of Annúminas;;x
b_tinnudir;Tinnudir;Tinnudir;;;Tinnudir;;x
b_parth_aduial;Parth Aduial;Parth Aduial;;;Parth Aduial;;x
b_high_kings_crossing;High King's Crossing;Carrefour du Haut-Roi;;;High King's Crossing;;x
b_ost_heryn;Ost Heryn;Ost Heryn;;;Ost Heryn;;x
b_dol_haedir;Dol Haedir;Dol Haedir;;;Dol Haedir;;x
b_emyn_uial;Emyn Uial;Emyn Uial;;;Emyn Uial;;x
b_cerin_balgrist;Cerin Balgrist;Cerin Balgrist;;;Cerin Balgrist;;x
b_heleb;Heleb;Heleb;;;Heleb;;x
b_tyrn_fornech;Tyrn Fornech;Tyrn Fornech;;;Tyrn Fornech;;x
b_ost_forod;Ost Forod;Ost Forod;;;Ost Forod;;x
b_bareketta;Bareketta;Bareketta;;;Bareketta;;x
b_arading;Arading;Arading;;;Arading;;x
b_orromenyar;Orromenyar;Orromenyar;;;Orromenyar;;x
b_maegoth;Maegoth;Maegoth;;;Maegoth;;x
b_bodroth;Bodroth;Bodroth;;;Bodroth;;x
b_tyl_ruinen;Tyl Ruinen;Tyl Ruinen;;;Tyl Ruinen;;x
b_tollobel;Tollobel;Tollobel;;;Tollobel;;x
b_rantost;Rantost;Rantost;;;Rantost;;x
b_dol_annum;Dol Annúm;Dol Annúm;;;Dol Annúm;;x
b_enerond;Enerond;Enerond;;;Enerond;;x
b_glandagol;Glandagol;Glandagol;;;Glandagol;;x
b_emyn_gol;Emyn Agol;Emyn Agol;;;Emyn Agol;;x
b_tirith_glann;Tirith Glann;Tirith Glann;;;Tirith Glann;;x
b_larad;Larad;Larad;;;Larad;;x
b_citadel_fornost;Citadel of Fornost;Citadelle de Fornost;;;Citadel of Fornost;;x
b_gates_norbury;Gates of Norbury;Portes de Norbury;;;Gates of Norbury;;x
b_ost_nuaran;Ost Nuaran;Ost Nuaran;;;Ost Nuaran;;x
b_tower_of_amlaith;Tower of Amlaith;Tour d'Amlaith;;;Tower of Amlaith;;x
b_hall_of_arveleg;Hall of Arveleg;Salle d'Arveleg;;;Hall of Arveleg;;x
b_minas_vrun;Minas Vrûn;Minas Vrûn;;;Minas Vrûn;;x
b_rhovanduin;Rhovanduin;Rhovanduin;;;Rhovanduin;;x
b_endroth;Endroth;Endroth;;;Endroth;;x
b_anglor;Anglor;Anglor;;;Anglor;;x
b_enthir;Enthir;Enthir;;;Enthir;;x
b_maenthirost;Maenthirost;Maenthirost;;;Maenthirost;;x
b_esteldin;Esteldin;Esteldin;;;Esteldin;;x
b_oromruin;Oromruin;Oromruin;;;Oromruin;;x
b_ost_lagoros;Ost Lagoros;Ost Lagoros;;;Ost Lagoros;;x
b_dol_nendir;Dol Nendir;Dol Nendir;;;Dol Nendir;;x
b_bree;Bree;Bree;;;Bree;;x
b_combe;Combe;Combe;;;Combe;;x
b_staddle;Staddle;Staddle;;;Staddle;;x
b_archet;Archet;Archet;;;Archet;;x
b_ost_baranor;Ost Baranor;Ost Baranor;;;Ost Baranor;;x
b_amon_sul;Amon Sûl;Amon Sûl;;;Amon Sûl;;x
b_ost_alagos;Ost Alagos;Ost Alagos;;;Ost Alagos;;x
b_minas_eriol;Minas Eriol;Minas Eriol;;;Minas Eriol;;x
b_ost_laden;Ost Laden;Ost Laden;;;Ost Laden;;x
b_northos;Northros;Northros;;;Northros;;x
b_trestlebridge;Trestelbridge;Pont-à-Treteaux;;;Trestelbridge;;x
b_cirith_nur;Cirith Nûr;Cirith Nûr;;;Cirith Nûr;;x
b_ost_barandor;Ost Barandor;Ost Barandor;;;Ost Barandor;;x
b_orchelor;Orchelor;Orchelor;;;Orchelor;;x
b_fanduin;Fanduin;Fanduin;;;Fanduin;;x
b_bar_irlossiel;Bar Irlossiel;Bar Irlossiel;;;Bar Irlossiel;;x
b_minas_siragale;Minas Siragalë;Minas Siragalë;;;Minas Siragalë;;x
b_lond_telerion;Lond Telerion;Lond Telerion;;;Lond Telerion;;x
b_mikilahul;Mikilahul;Mikilahul;;;Mikilahul;;x
b_faranel;Faranel;Faranel;;;Faranel;;x
b_dol_formenyar;Dol Formenyar;Dol Formenyar;;;Dol Formenyar;;x
b_formenyaron;Formenyaron;Formenyaron;;;Formenyaron;;x
b_terellisce;Terellisce;Terellisce;;;Terellisce;;x
b_aradras;Aradras;Aradras;;;Aradras;;x
b_ramunnidon;Ramunnidon;Ramunnidon;;;Ramunnidon;;x
b_rammas_formen;Rammas Formen;Rammas Formen;;;Rammas Formen;;x
b_nelval;Nelval;Nelval;;;Nelval;;x
b_nirmolian;Nirmolian;Nirmolian;;;Nirmolian;;x
b_bauruin;Bauruin;Bauruin;;;Bauruin;;x
b_firaen;Firaen;Firaen;;;Firaen;;x
b_nelvorin;Nelvorin;Nelvorin;;;Nelvorin;;x
b_caras_celairnen;Caras Celairnen;Caras Celairnen;;;Caras Celairnen;;x
b_gamvila;Gamvila;Gamvila;;;Gamvila;;x
b_arduin;Arduin;Arduin;;;Arduin;;x
b_suuralho;Suuralho;Suuralho;;;Suuralho;;x
b_rildolach;Rildolach;Rildolach;;;Rildolach;;x
b_athilin;Athilin;Athilin;;;Athilin;;x
b_belethyar;Belethyar;Belethyar;;;Belethyar;;x
b_tienristi;Tienristi;Tienristi;;;Tienristi;;x
b_beacon_of_amon_awar;Halifirien;Halifirien;;;Halifirien;;x
b_tomb_of_elendil;Eilenaer;Eilenaer;;;Eilenaer;;x
b_oath_of_eorl;Amon Anwar;Amon Anwar;;;Amon Anwar;;x
b_mindolluin;Mindolluin;Mindolluin;;;Mindolluin;;x
b_hill_of_guard;Hill of Guard;Colline de Guarde;;;Hill of Guard;;x
b_amon_din;Amon Dîn;Amon Dîn;;;Amon Dîn;;x
b_amon_sin;Amon Sîn;Amon Sîn;;;Amon Sîn;;x
b_awarthmil;Awarthmil;Awarthmil;;;Awarthmil;;x
b_heleghim;Heleghim;Heleghim;;;Heleghim;;x
b_minas_caranthan;Minas Caranthan;Minas Caranthan;;;Minas Caranthan;;x
b_thuillinhil;Thuillinhîl;Thuillinhîl;;;Thuillinhîl;;x
b_tirith_elena;Tirith Elena;Tirith Elena;;;Tirith Elena;;x
b_dol_imdaer;Dol Imdaer;Dol Imdaer;;;Dol Imdaer;;x
b_forest_of_druedain;Druadan Forest;Forêt des Druedain;;;Druadan Forest;;x
b_minas_aranelaith;Minas Aranelaith;Minas Aranelaith;;;Minas Aranelaith;;x
b_gobel_alagos;Gobel Alagos;Gobel Alagos;;;Gobel Alagos;;x
b_dol_heren;Dol Heren;Dol Heren;;;Dol Heren;;x
b_ost_gadil;Ost Gadil;Ost Gadil;;;Ost Gadil;;x
b_minas_maldred;Minas Maldred;Minas Maldred;;;Minas Maldred;;x
b_celoncil;Celoncîl;Celoncîl;;;Celoncîl;;x
b_dol_celerd;Dol Celerd;Dol Celerd;;;Dol Celerd;;x
b_garth_angcerch;Garth Angcerch;Garth Angcerch;;;Garth Angcerch;;x
b_tiranor;Tîranor;Tîranor;;;Tîranor;;x
b_faertost;Faertost;Faertost;;;Faertost;;x
b_garn_lossach;Garn Lossach;Garn Lossach;;;Garn Lossach;;x
b_rath_dulinn;Rath Dulinn;Rath Dulinn;;;Rath Dulinn;;x
b_dol_haldarie;Dol Haldarië;Dol Haldarië;;;Dol Haldarië;;x
b_tulusthia;Tulusthia;Tulusthia;;;Tulusthia;;x
b_aegmyl;Aegmÿl;Aegmÿl;;;Aegmÿl;;x
b_minas_astirian;Minas Astirian;Minas Astirian;;;Minas Astirian;;x
b_garth_harnastin;Garth Harnastin;Garth Harnastin;;;Garth Harnastin;;x
b_taegmalen;Taegmalen;Taegmalen;;;Taegmalen;;x
b_minas_araglas;Minas Araglas;Minas Araglas;;;Minas Araglas;;x
b_rondthol;Rondthôl;Rondthôl;;;Rondthôl;;x
b_nardhethir;Nardhethir;Nardhethir;;;Nardhethir;;x
b_crithacanath;Crithacanath;Crithacanath;;;Crithacanath;;x
b_nost_fael;Nost Fael;Nost Fael;;;Nost Fael;;x
b_garth_arthor;Garth Arthor;Garth Arthor;;;Garth Arthor;;x
b_minas_landor;Minas Landor;Minas Landor;;;Minas Landor;;x
b_dol_ereg;Dol Ereg;Dol Ereg;;;Dol Ereg;;x
b_sennas_ereg;Sennas Ereg;Sennas Ereg;;;Sennas Ereg;;x
b_esgalwing;Esgalwing;Esgalwing;;;Esgalwing;;x
b_garth_orchaldor;Garth Orchaldor;Garth Orchaldor;;;Garth Orchaldor;;x
b_meidhlain;Meidhlain;Meidhlain;;;Meidhlain;;x
b_dol_imduin;Dol Imduin;Dol Imduin;;;Dol Imduin;;x
b_imdrilis;Imdrilis;Imdrilis;;;Imdrilis;;x
b_orchaldor2;Caras Orchaldor;Caras Orchaldor;;;Caras Orchaldor;;x
b_orchaldor3;Amambath;Amambath;;;Amambath;;x
b_garth;Garth Enedhir;Garth Enedhir;;;Garth Enedhir;;x
b_bragol;Bragol Brann;Bragol Brann;;;Bragol Brann;;x
b_calar;Calar Brethil;Calar Brethil;;;Calar Brethil;;x
b_dor_brethil;Dor Brethil;Dor Brethil;;;Dor Brethil;;x
b_cenedril;Cenedril;Cenedril;;;Cenedril;;x
b_orgilion;Orgilion;Orgilion;;;Orgilion;;x
b_pathu;Pand Pathu;Pand Pathu;;;Pand Pathu;;x
b_dol_serni;Dol Serni;Dol Serni;;;Dol Serni;;x
b_minas_serni;Minas Serni;Minas Serni;;;Minas Serni;;x
b_lindon2;Garth Lindon;Garth Lindon;;;Garth Lindon;;x
b_lindon3;Falaslin;Falaslin;;;Falaslin;;x
b_caras_lanthir;Caras Lanthir;Caras Lanthir;;;Caras Lanthir;;x
b_lithiriath;Lithiriath;Lithiriath;;;Lithiriath;;x
b_maegilur;Megillur;Megillur;;;Megillur;;x
b_nathronath;Nathronath;Nathronath;;;Nathronath;;x
b_ostradhil;Ostradhil;Ostradhil;;;Ostradhil;;x
b_raenlad;Raenlad;Raenlad;;;Raenlad;;x
b_echoriath;Echoriath;Echoriath;;;Echoriath;;x
b_edeniath;Edeniath;Edeniath;;;Edeniath;;x
b_dor_lymen;Dor Lymen;Dor Lymen;;;Dor Lymen;;x
b_forgamir;Forgamir;Forgamir;;;Forgamir;;x
b_anoriath;Anoriath;Anoriath;;;Anoriath;;x
b_avorniath;Avorniath;Avorniath;;;Avorniath;;x
b_minas_gwendir;Minas Gwendir;Minas Gwendir;;;Minas Gwendir;;x
b_minas_tathren;Minas Tathren;Minas Tathren;;;Minas Tathren;;x
b_gornoriath;Gornoriath;Gornoriath;;;Gornoriath;;x
b_amrunir;Amrûnir;Amrûnir;;;Amrûnir;;x
b_ram_amrun;Ram Amrûn;Ram Amrûn;;;Ram Amrûn;;x
b_sellathir;Sellathir;Sellathir;;;Sellathir;;x
b_tarias;Tarias;Tarias;;;Tarias;;x
b_urionath;Ûroniath;Ûroniath;;;Ûroniath;;x
b_doleregost;Dol Eregost;Dol Eregost;;;Dol Eregost;;x
b_ylfir;Ylfir;Ylfir;;;Ylfir;;x
b_tur_tarmar;Tûr Tarmar;Tûr Tarmar;;;Tûr Tarmar;;x
b_duiniand;Duiniand;Duiniand;;;Duiniand;;x
b_gwaelond;Gwaelond;Gwaelond;;;Gwaelond;;x
b_deliand;Deliand;Deliand;;;Deliand;;x
b_minas_ernil;Minas Ernil;Minas Ernil;;;Minas Ernil;;x
b_cardhernil;Cardhernil;Cardhernil;;;Cardhernil;;x
b_bennlond;Bennlond;Bennlond;;;Bennlond;;x
b_dol_rohall;Dol Rohall;Dol Rohall;;;Dol Rohall;;x
b_cair_edhel;Cair Edhel;Cair Edhel;;;Cair Edhel;;x
b_caunlondiath;Caunlondiath;Caunlondiath;;;Caunlondiath;;x
b_bronring;Bronring;Bronring;;;Bronring;;x
b_curulad;Curulad;Curulad;;;Curulad;;x
b_duirrolad;Duirrolad;Duirrolad;;;Duirrolad;;x
b_aerlad;Aerlad;Aerlad;;;Aerlad;;x
b_gurenad;Gurenad;Gurenad;;;Gurenad;;x
b_upper_lamedon2;Nîrdon;Nîrdon;;;Nîrdon;;x
b_othrondiath;Othrondiath;Othrondiath;;;Othrondiath;;x
b_giril_vale2;Menegril;Menegril;;;Menegril;;x
b_muindoriath;Muindoriath;Muindoriath;;;Muindoriath;;x
b_gernir;Gernir;Gernir;;;Gernir;;x
b_tarlang2;Fileglad;Fileglad;;;Fileglad;;x
b_tarlang3;Ivrenlad;Ivrenlad;;;Ivrenlad;;x
b_lebigir;Lebigir;Lebigir;;;Lebigir;;x
b_minas_mornan;Minas Mornan;Minas Mornan;;;Minas Mornan;;x
b_lhaessir;Lhaessir;Lhaessir;;;Lhaessir;;x
b_sammath_estelwain;Sammath Estelwain;Sammath Estelwein;;;Sammath Estelwain;;x
b_silagond;Silagond;Silagond;;;Silagond;;x
b_sirionad;Sirionad;Sirionad;;;Sirionad;;x
b_tassionath;Tassionath;Tassionath;;;Tassionath;;x
b_rondtaril;Rondtaril;Rondtaril;;;Rondtaril;;x
b_telucor;Telucor;Telucor;;;Telucor;;x
b_cumbunin;Cumbunin;Cumbunin;;;Cumbunin;;x
b_dor_galen;Dor Galen;Dor Galen;;;Dor Galen;;x
b_cof_galen;Côfgalen;Côfgalen;;;Côfgalen;;x
b_ceirdanir;Ceirdanir;Ceirdanir;;;Ceirdanir;;x
b_cirionath;Cirionath;Cirionath;;;Cirionath;;x
b_falthalond;Falthalond;Falthalond;;;Falthalond;;x
b_ingemmir;Ingemmir;Ingemmir;;;Ingemmir;;x
b_bronwedir;Bronwëdir;Bronwëdir;;;Bronwëdir;;x
b_sabaril;Sabaril;Sabaril;;;Sabaril;;x
b_saer;Minas Saer;Minas Saer;;;Minas Saer;;x
b_lefnuicradle2;Lhebenir;Lhebenir;;;Lhebenir;;x
b_hwarin2;Rath Hwarin;Rath Hwarin;;;Rath Hwarin;;x
b_hwarin3;Crypts of Hwarin;Cyptes d'Hwarin;;;Crypts of Hwarin;;x
b_andrast2;Laeblond;Laeblond;;;Laeblond;;x
b_andrast3;Fângond;Fângond;;;Fângond;;x
b_anballukhor_city;Firionath;Firionath;;;Firionath;;x
b_galvornir;Galvornir;Galvornir;;;Galvornir;;x
b_gaurwaithir;Gaurwaithir;Gaurwaithir;;;Gaurwaithir;;x
b_caras_zadan;Caras Zadan;Caras Zadan;;;Caras Zadan;;x
b_iaun_zadan;Iaun Zadan;Iaun Zadan;;;Iaun Zadan;;x
b_rathurud;Rathurud;Rathurud;;;Rathurud;;x
b_kadar_an_balkuzorcity;Balkuzôr;Balkuzôr;;;Balkuzôr;;x
b_kadar_an_balkuzortemple;Iaun Balkuzôr;Iaun Balkuzôr;;;Iaun Balkuzôr;;x
b_dusalancity;Dûrlond;Dûrlond;;;Dûrlond;;x
b_pellardurcity;Epheldil;Epheldil;;;Epheldil;;x
b_pellardurcastle;Dor Pellardur;Dor Pellardur;;;Dor Pellardur;;x
b_umbarcastle1;Tar-Cirya;Tar-Cirya;;;Tar-Cirya;;x
b_umbarcastle2;Admirality;Amirauté;;;Admirality;;x
b_umbarcity1;Vinendili;Vinendili;;;Vinendili;;x
b_umbarcity2;Hûb Umbar;Hûb Umbar;;;Hûb Umbar;;x
b_umbartemple;Baradsarn;Baradsarn;;;Baradsarn;;x
b_barazoncity;Bairlond;Bairlond;;;Bairlond;;x
b_barazontemple;Balanor;Balanor;;;Balanor;;x
b_maroscastle;Beraid Maros;Beraid Maros;;;Beraid Maros;;x
b_marostemple;Iaun Maros;Iaun Maros;;;Iaun Maros;;x
b_maroscity;Ost Maros;Ost Maros;;;Ost Maros;;x
b_eithel_angircastle;Tar-Angir;Tar-Angir;;;Tar-Angir;;x
b_eithel_angircity;Ost-Angir;Ost-Angir;;;Ost-Angir;;x
b_isigircastle;Beraid Isigir;Beraid Isigir;;;Beraid Isigir;;x
b_isigirtemple;Paurigir;Paurigir;;;Paurigir;;x
b_numeroscastle;Nywionath;Nywionath;;;Nywionath;;x
b_numeroscity;Hûberos;Hûberos;;;Hûberos;;x
b_eradascity;Aearonir;Aearonir;;;Aearonir;;x
b_calduncastle;Tar-Caldun;Tar-Caldun;;;Tar-Caldun;;x
b_an_karagmircity;Ost-Karagmir;Ost-Karagmir;;;Ost-Karagmir;;x
b_an_karagmirtemple;Iaun Karag;Iaun Karag;;;Iaun Karag;;x
b_sukh_akhorcity2;Akhoril;Akhoril;;;Akhoril;;x
b_sukh_akhorcity;Sukhlond;Sukhlond;;;Sukhlond;;x
b_an_pharazcity;Pharalond;Pharalond;;;Pharalond;;x
b_kas_shafracastle;Shafranir;Shafranir;;;Shafranir;;x
b_kas_shafracity;Ovoris;Ovoris;;;Ovoris;;x
b_kas_shafratemple;Pawlond;Pawlond;;;Pawlond;;x
b_an_abarcity;Abarlond;Abarlond;;;Abarlond;;x
b_an_zalimtemple;Iaunzalim;Iaunzalim;;;Iaunzalim;;x
b_kibacity;Kibanir;Kibanir;;;Kibanir;;x
b_sook_odacity1;Fingoda;Fingoda;;;Fingoda;;x
b_sook_odacity2;Odanir;Odanir;;;Odanir;;x
b_southern_rangetemple;Anazarmekhem;Anazarmekhem;;;Anazarmekhem;;x
b_southern_rangecity;Mekeb-farak;Mekeb-farak;;;Mekeb-farak;;x
b_southern_rangecastle;Harâzgund;Harâzgund;;;Harâzgund;;x
b_central_rangetemple;Baraz-Lagil;Baraz-Lagil;;;Baraz-Lagil;;x
b_central_rangecastle;Azanarukâr;Azanarukâr;;;Azanarukâr;;x
b_northern_rangescastle;Thakalgund;Thakalgund;;;Thakalgund;;x
b_northern_rangestemple;Manarbul;Manarbul;;;Manarbul;;x
b_harlindon_bottom_righttemple;Rantionath;Rantionath;;;Rantionath;;x
b_harlindon_bottom_midcity;Rhuvenil;Rhuvenil;;;Rhuvenil;;x
b_sigiliath;Sigiliath;Sigiliath;;;Sigiliath;;x
b_mirillond;Mirillond;Mirillond;;;Mirillond;;x
