#CODE;ENGLISH;FRENCH;GERMAN;;ESPAÑOL;;;;;;;;;x
EVTNAME_TOG_011;The Sack of Amon Obel;La chute de Smolensk;Das Ende von Smolensk;;La Caída de Smolensk;;;;;;;;;x
EVTDESC_TOG_011;The sturdy folk of Haleth have been driven from their forest-chiefdom in Brethil.  The great settlements of The Ephel upon Amon Obel have been put to the torch, and the prominent tombstones of the Brethilin have been cast down in defiance of prophecy.;Smolensk a été engloutie par les hordes mongoles tandis que ces dernières poursuivent leur implacable avancée vers l'Occident. Après leur départ, il ne subsiste guère de la ville, si ce n'est des cendres et des gravats carbonisés, ainsi que quelques chanceux habitants qui on trouver un moyen d’échapper aux regards des cavaliers en furies.;Smolensk fiel der mongolischen Horde auf ihrem unaufhaltbaren Vorstoß gen Westen zum Opfer. Nach ihrem Weiterzug blieb von der Stadt nichts als Asche und verkohlte Trümmer und die wenigen glücklichen Einwohner, die irgendwie den tobenden Reitern entkamen, zurück.;;Smolensk ha sido devorada por la horda Mongola a medida que continúa su imparable avance hacia el oeste. Cuando el gran anfitrión finalmente pasa, de la ciudad queda poco más que cenizas y escombros carbonizados, y esos pocos habitantes afortunados que de alguna manera han escapado de la atención de los devastadores hombres a caballo.;;;;;;;;;x
EVTNAME_TOG_012;The Sack of Nogrod;La chute de Prague;Das Ende von Prag;;La Caída de Praga;;;;;;;;;x
EVTDESC_TOG_012;The seat of Firebeard power in Middle-Earth is no more.  Legions of orcs from Angband have marched down the Men-i-Naugrim and cast down the mighty brazen gates of Tumunzahar.  The few dwarves wise enough to flee before the onslaught were hunted to the last by Morgoth's wolves, and the great many foolish enough to stand and fight were cut down and devoured, their remains paraded from the Ered Luin as grisly trophies.;La ville de Prague s'est transformée en balise lumineuse au cœur d'un monde de ténèbres, alors que les barbares mongols vont de maison en maison pour mettre le feu à ce qui n'a pas de valeur à leurs yeux. Aux quatre coins de l’Europe, une vague de réfugiés relatent les récits horribles des agiles et cruels Tartares assoiffés de sang. ;Die Stadt von Prag wurde im wahrsten Sinne des Wortes ein Leuchtturm im Dunkel der Welt, als mongolische Krieger von Haus zu Haus gingen und alles, was nicht geplündert werden konnte, in Brand setzten. Eine Flut an Flüchtlingen berichtet voll Horror von der Grausamkeit und dem Können der blutrünstigen tartarischen Reiter in allen Ecken Europas.;;La ciudad de Praga se ha convertido en un faro de luz en un mundo oscuro, mientras los guerreros Mongoles pasan de casa en casa y prenden fuego a todo lo que aún no han saqueado. Una oleada de refugiados propaga historias horribles acerca de la crueldad y la destreza de los jinetes Tártaros, sedientos de sangre por todos los rincones de Europa.;;;;;;;;;x
EVTNAME_TOG_013;The Sack of Belegost;La chute de Vienne;Das Ende von Wien;;La Caída de Viena;;;;;;;;;x
EVTDESC_TOG_013;The shining pearl of the Blue Mountains, Gabil-Gathol, has fallen to orchoth armies after a lengthy seige.  The priceless hoard of the Broadbeam kings is now held by dragons, and the vast smithies and foundaries beneath Shulukbund are dark and silent for the first time in four thousand years.;Vienne, ville à l'influence croissante sur la rive du Danube, est la dernière victime en date des hordes mongoles qui continuent de piller et brûler tout ce qui se trouve sur leur passage. Les ruines fumantes et les corps criblés de flèches qu'ils laissent derrière eux ne laissent pas grands espoirs quant aux perspectives d’avenir de la ville.;Wien, eine Stadt an der Donau von bis dato wachsender Bedeutung, wurde das größte Ziel der großen mongolischen Armee auf ihrem Beutezug durch Europa. Die rauchenden Ruinen und von Pfeilen durchsiebten Leichen, die sie hinterließen als sie weiterzogen, lassen nichts Gutes für die Zukunft der Stadt hoffen.;;Viena, una ciudad antes de creciente importancia en el río Danubio, se ha convertido en el último objetivo de los grandes ejércitos Mongoles a medida que continúan su camino de saqueo e incendios a través de Europa. Las ruinas humeantes y cadáveres acribillados de flechas que dejan atrás cuando avanzan no dejan mucha fe en las perspectivas de futuro de la ciudad.;;;;;;;;;x
EVTNAME_TOG_014;The Fall of the Havens;La chute d'Esztergom;Das Ende von Gran;;La Caída de Esztergom;;;;;;;;;x
EVTDESC_TOG_014;The so-called "havens" built upon the Mouths of Sirion proved no safer than the former homes of their people.  The fens of Lisgarh run red with the blood of many thousands as entire peoples are utterly destroyed in the final carnage of the Wars of Beleriand.  There is now nowhere else in Middle-Earth for the free peoples to flee to, and the victory of Morgoth draws near.;Les Mongols ont dépassé les Carpates et se déploient sur la grande plaine de Hongrie. La ville d'Esztergom est tombée aux mains de l'envahisseur et est devenue le théâtre d'un massacre sans pareil. Ceux qui tentent de fuir à pied sont abattus sans pitié par les cavaliers tandis que de la fumée sombre s’élève au-dessus de la ville.;Die große mongolische Horde gelangte über die Karpaten und breitete sich im Flachland Ungarns aus. Nun ist die Stadt von Gran in ihre mörderischen Hände gefallen und die Bühne für unglaubliche Gemetzel. Diejenigen, die versuchen, zu Fuß zu flüchten, werden von den Reitern gnadenlos niedergestreckt, während dunkler Rauch den Himmel über der Stadt verdunkelt.;;La gran horda Mongola ha llegado más allá de los Cárpatos y se ha desplegado a través de la Gran Llanura Húngara. Ahora la ciudad de Esztergom ha caído bajo el anfitrión asesino y es una escena de masacre indiscriminada. Aquellos que tratan de huir a pie son destruidos sin piedad por los rápidos jinetes, mientras una oscura masa de humo se eleva hacia el cielo por encima de la ciudad.;;;;;;;;;x
EVTNAME_TOG_015;The Fall of the Falas;La chute d'Athènes;Das Ende von Athen;;La Caída de Atenas;;;;;;;;;x
EVTDESC_TOG_015;The ancient cities of Eglarest and Brithombar have fallen to the armies of Angband, and the folk of Círdan flee to what shorelands of the world remain free.  The burning of the ships at Losgar pales in comparison to the fires now in the bays of the Falathrim, where the once mighty fleets of the Shipwright are meeting their end at the hands of orcs, the great enemies of the sea.;La ville antique d'Athènes est tombée aux mains des Mongols et ces derniers saccagent tout sur leur passage. Des imposants monuments aux artefacts datant de l'aube de la civilisation occidentale, tout est perdu à jamais en une profanation culturelle que les générations à venir sentiront encore plusieurs milliers d’années d’ici.  ;Die alte Stadt Athen geriet unter mongolische Kontrolle und die Plünderungen gehen hinter ihren Mauern ungehindert weiter. Große Monumente und Artefakte, die weit in die Frühzeit der westliche Zivilisation zurückreichten, gingen in dieser kulturellen Entweihung für immer verloren, was noch tausende Jahre von zukünftigen Generation beklagt werden wird.;;La antigua ciudad de Atenas ha caído bajo los Mongoles, y ahora se desmadran sin control tras sus muros. Grandes monumentos y artefactos que datan de los albores de la Civilización Occidental se han perdido para siempre en una profanación cultural que seguramente será sentida por las generaciones futuras dentro de miles de años.;;;;;;;;;x
EVTNAME_TOG_016;The Fall of Amon Ereb;La chute de Belgrade;Das Ende von Belgrad;;La Caída de Belgrado;;;;;;;;;x
EVTDESC_TOG_016;The Lone Mountain, the great fotress of the Sons of Fëanor, has been brought low by the siege engines and dark creatures of Dor-Daedeloth.  The self-styled Dispossessed now face a life of wandering as their strongest halls have crumbled under the weight of the darkness.;La ville blanche vire au rouge sang tandis que les envahisseurs mongols s'emparent de Belgrade et massacrent tous ses habitants. Après plusieurs jours de massacre et de pillage, l'odeur de la mort et de la chair carbonisée devient insoutenable même pour nos propres guerriers qui déplacent leurs campements de l’autre côté du vent, non loin des ruines calcinées de la ville. ;Die “Weiße Stadt” ist rot vom ausnahmslosen Massaker unter ihren Einwohnern als die mongolische Armee Belgrad einnimmt. Nach Tagen des Gemetzels und Plünderns liegt der Gestank des Todes und von verrottendem Fleisch in der Luft, den selbst unsere Soldaten nicht mehr ertragen und ihr Lager gegen den Wind fern der rauchenden Ruinen der Stadt aufstellen.;;La Ciudad Blanca se ha vuelto roja mientras los ejércitos Mongoles sitian Belgrado y masacran a los habitantes sin excepción. Después de varios días de masacre y saqueo, el olor a muerte y carne podrida es demasiado que soportar, incluso para nuestros guerreros, y mueven a barlovento su campamento de las ruinas calcinadas de la ciudad.;;;;;;;;;x
EVTNAME_TOG_017;The Burning of Estolad;La chute de Bagdad;Das Ende von Bagdad;;La Caída de Bagdad;;;;;;;;;x
EVTDESC_TOG_017;The vast plains of Estolad, home of the House of Bëor and the marches of Amrod and Amras, have been defiled by the fell creatures of Thangorodrim.  All dwellers in the great encampment are either enslaved, slain, or fleeing, even as the orcs begin to dig new breeding pits in the once-fertile soil and raise great iron fotresses upon the blackened hills.;La grande ville de Baghdad, l'un des plus grands centres intellectuels de l'époque, a succombé aux hordes mongoles sauvages après un siège. Le fleuve du Tigre a non seulement pris la couleur du sang, mais aussi celle de l’encre, l’irremplaçable encre des tomes de la Maison de la sagesse et des autres grandes bibliothèques de la ville.;Die dekadente Stadt Bagdad, angeblich eines der Weltzentren der Bildung, fiel in der Belagerung durch die unaufhaltbaren mongolischen Armeen. Der Tigris fließt nicht nur rot von Blut, sondern auch schwarz von der Tinte der unbezahlbaren und unersetzlichen Schriften des Hauses der Weisheit und anderer großer Bibliotheken der Stadt.;;La decadente ciudad de Bagdad, supuestamente uno de los principales centros mundiales de educación, ha sucumbido a los imparables ejércitos Mongoles después de un asedio. Ahora el río Tigris corre no sólo rojo de sangre, también negro por la tinta de invaluables e irremplazables tomos de la Casa de la Sabiduría y otras grandes bibliotecas de la ciudad.;;;;;;;;;x
EVTNAME_TOG_018;The Fall of Dor-Lómin;La chute de Damas;Das Ende von Damaskus;;La Caída de Damasco;;;;;;;;;x
EVTDESC_TOG_018;The land of echoes is burning. The wooden halls of the houes of Hador fell quickly to orkish torches, but not until all of the race of men living within, women, men, and children, were carried out in chains.  Soon the mighty Edain will remain alive only either in myth, or toiling in the mines of Angband.;Damas, l'ancienne ville du jasmin, a été ravagée par les hordes mongoles. Ces derniers ont formé un tas gigantesque des têtes coupées dans un champ juste à la sortie de la ville, rebaptisé burj al-ru'us, la Tour de têtes, par les quelques survivants massacrés.;Damaskus, die alte Stadt von Jasmin, wurde von den vordringenden Mongolen geplündert. Unsere Krieger haben auf einem Feld außerhalb der Stadtmauern einen kolossalen Berg von abgeschlagenen Häuptern gesammelt, der nun von den wenigen Überlebenden des Massakers burj al-ru'us genannt wird – der Turm der Köpfe.;;Damasco, la antigua Ciudad del Jazmín, ha sido saqueada por el avance de los Mongoles. Nuestros guerreros han reunido un montón de cabezas cortadas en un campo a las afueras de las murallas de la ciudad, que ahora se llama, por los pocos sobrevivientes de la masacre, Burj al-Ru'us, la Torre de Cabezas.;;;;;;;;;x
EVTNAME_TOG_019;The Fall of Lindon;La chute de Jérusalem;Der Fall von Jerusalem;;La Caída de Jerusalén;;;;;;;;;x
EVTDESC_TOG_019;The homeland of Denethor, son of Lenwë, has fallen after many years of misbegotten pacifism.  The calm, supposedly wise demeanor of the Green-Elves of Ossiriand lent them no aid when the fell axes of the orcs aimed to turn their homes to kindling.  All refugees from the wars of Beleriand dwelling therein have fled once more from the wrath of the Dark Lord.;Les grands mongols ont envahi Jérusalem, encourageant un rare moment de solidarité entre les différentes communautés religieuses de la ville, égales devant la souffrance et le joug cruel de nos guerriers.;Die große mongolische Armee hat Jerusalem geplündert und erweckte für einen kurzen Moment seltene Solidarität unter den verschiedenen Religionen dieser Stadt, als sie alle gemeinsam den gleichen Horror des gerechten Zorns unserer Krieger erfuhren.;;El gran ejército Mongol ha saqueado Jerusalén, estimulando un momento de solidaridad poco frecuente entre los miembros de todas las religiones de la ciudad, ya que sufren iguales horrores bajo la justa ira de nuestros guerreros.;;;;;;;;;x
EVTNAME_TOG_020;The Sack of Lond Balar;La chute d'Alexandrie;Das Ende von Alexandria;;La Caída de Alejandría;;;;;;;;;x
EVTDESC_TOG_020;Not even the dreaded sea can stop the will of Morgoth.  The most terrible storms devised by Ulmo and Ossë could not wreck enough Merlock ships, nor could the mighty fleets of the Falathrim stall the armada.  Now the Havens on Balar, once the last hope of all elvendom, burn with the all-too familiar light of utter destruction.;Non contents que leur immense empire surpasse celui d'Alexandre le Grand en termes de superficie, les Mongols s'en prennent à présent à la ville fondée par l'ancien roi macédonien. La colonne de Pompée a été renversée mais, heureusement, le phare d'Alexandrie est épargné car nos guerriers ne jugent pas nécessaire de mettre des efforts pour le faire tomber. ;Nicht zufrieden mit der Tatsache, dass unser Reich das Reich Alexanders des Großen weit überragt, legen die mongolischen Armeen nun die Stadt in Schutt und Asche, die seinen Namen trägt. Die Pompeiussäule ist gefallen, aber leider wurde der Pharos-Leuchtturm verschont, als unsere Krieger den Aufwand, ihn abzutragen, als wertlos erachteten.;;No contentos con nuestro vasto imperio superando en tamaño el de Alejandro el Grande, los ejércitos Mongoles están asolando también la ciudad que es su homónima. La Columna de Pompeyo ha sido derrocada, pero lamentablemente el Faro de Alejandría queda a salvo ya que nuestros guerreros consideran que no vale la pena el gran esfuerzo que se requiere para demolerlo.;;;;;;;;;x
EVTNAME_TOG_021;The Fall of Harn Baland;La chute du Caire;Das Ende von Kairo;;La Caída de El Cairo;;;;;;;;;x
EVTDESC_TOG_021;The kingdoms of the Firebeard and Broadbeam Khazad of the Ered Luin have been utterly destroyed, their deep holds filled with fire and dark horrors.  The untold treasures of centuries of legendary Dwarrow craftsmanship are now in the hands of orc raiders, and the halls of the Khazad people, once brimming with wealth and industry, lay desecrated and abandoned.;Après avoir traversé le delta fertile du Nil, les hordes mongoles sont arrivées à la grande pyramide de Gizeh et ont ouvert une brèche dans les portes du Caire. Assurément, même le plus cruel des pharaons serait affligé devant la douleur et la souffrance infligées à la population décadente et insensée de cette ville.;Die mongolische Armee ist im Galopp durch das fruchtbare Nildelta zu den großen Pyramiden von Giseh vorgedrungen und hat die Tore Kairos durchbrochen. Selbst der grausamste Pharaoh würde angesichts der Schmerzen und des Leids innehalten, die nun das dekadente und närrische Volk dieser Stadt erleiden musste.;;Cabalgando por el fértil Delta del Nilo, un ejército Mongol ha llegado a las Grandes Pirámides de Giza y roto las puertas de El Cairo. Sin duda, incluso el más cruel Faraón se daría una pausa por el dolor y el sufrimiento ahora infligidos a la población decadente y necia de la ciudad.;;;;;;;;;x
EVTNAME_TOG_022;The Fall of Nan Gelion;La chute de la Mecque;Das Ende von Mekka;;La Caída de La Meca;;;;;;;;;x
EVTDESC_TOG_022;The Avari and Nandor residing in the deep river valley of the lower Gelion were hopelessley overwhelmed when orcs from the far side of the world descended upon their tree-homes.  The burning of Taur-im-Duinah will soon begin, and the unceasing smoke will shade all of Beleriand from the vindictive lamp of the sun.;La ville sainte musulmane de La Mecque est à présent en feu, après le passage des guerriers mongols. Les pèlerins venus de pays lointains afin de montrer leur dévouement à Allah n'ont rencontré que la mort, tandis qu'ils approchaient des portes de la ville. On se rappellera cette profanation pendant de nombreuses années. Souhaitons que ce sera une importante leçon à retenir : le prix à payer pour avoir défié la puissante nation mongole.;Die muslimische Heilige Stadt Mekka steht in Flammen durch mongolische Krieger. Pilger, die aus fernen Ländern kamen, um Allah zu huldigen, fanden nur den Tod, als sie sich den Toren der Stadt näherten. Diese Entweihung wird noch viele kommende Zeitalter in Erinnerung bleiben und hoffentlich eine wichtige Lektion des Preises sein, den man zahlt, wenn man der mächtigen mongolischen Nation trotzt.;;La Ciudad Santa Musulmana de La Meca ahora arde en manos de los guerreros Mongoles. Los peregrinos viajando desde tierras lejanas para mostrar su sumisión a Alá se encuentran con la muerte al acercarse a las puertas de la ciudad. Esta profanación será recordada durante mucho tiempo, con suerte como una lección importante sobre el precio por desafiar a la poderosa nación Mongola.;;;;;;;;;x

# Standing Stones - for edain, anach, easterlings, and forodwaith only

commission_runestone;Commission a Standing Stone;Commander une pierre runique;Gebt einen Runenstein in Auftrag;;Encargar una Piedra Rúnica;;;;;;;;;x
commission_runestone_desc;Commission a standing stone to chronicle your exploits or the memory of a dead parent. This can be done only once in a lifetime, but others will look more favorably on you for a time.;Commander une pierre runique afin de relater vos exploits ou d’honorer la mémoire d’un parent défunt. Ceci ne peut être fait qu’une seule fois à vie, mais les autres vous seront davantage favorables pendant une certaine période.;Gebt einen Runenstein in Auftrag, um eure Taten aufzuzeichnen oder ein verstorbenes Elternteil zu ehren. Dies kann nur einmal im Leben getan werden, aber andere werden  Euch für eine Weile wohlwollend begegnen.;;Encargar una piedra rúnica para escribir una crónica de tus hazañas o la memoria de un padre muerto. Esto se puede hacer sólo una vez en la vida, pero los demás te mirarán más favorablemente por un tiempo.;;;;;;;;;x
runestone_carved;The craftsmen start the process of carving and raising the standing stone.;Les sculpteurs ont commencé à graver et à peindre la pierre runique.;Die Handwerker beginnen mit dem Prozess der Herstellung und Bemalung des Runensteins.;;Los artesanos comienzan el proceso de tallado y pintura de la piedra rúnica.;;;;;;;;;x
runestone_traits;You will raise a standing stone in honor of your own person.;Vous érigerez une pierre runique en l’honneur de vous-même.;Ihr werdet einen Runenstein zu eigenen Ehren errichten.;;Levantarás una piedra rúnica en honor a ti mismo.;;;;;;;;;x
EVTDESC_TOG_500;You have decided to commission and raise a grand standing stone for the peoples of future ages to gaze upon. What should be carved into it?;Vous avez décidé de commander et d’ériger une grande pierre runique que les futures générations pourront admirer. Que souhaitez-vous qu’on y grave ?;Ihr habt Euch entschlossen, einen großen Runenstein in Auftrag zu geben, der von zukünftigen Generationen betrachtet werden kann. Was soll in den Runenstein graviert werden?;;Has decidido encargar y levantar una gran piedra rúnica para que contemplen las generaciones futuras. ¿Qué debería tallarse en ella?;;;;;;;;;x
EVTOPTA_TOG_500;Let it speak of me.;Qu’elle parle de moi.;Lasst ihn von mir sprechen.;;Que hable de mí.;;;;;;;;;x
EVTOPTB_TOG_500;It shall stand in memory of [Root.Father.GetTitledFirstName], my departed father.;Elle sera érigée à la mémoire de [Root.Father.GetTitledFirstName], mon défunt père.;Er soll zu Ehren meines verstorbenen Vaters [Root.Father.GetTitledFirstName] errichtet werden.;;Debe alzarse en memoria de [Root.Father.GetTitledFirstName], mi difunto padre.;;;;;;;;;x
EVTOPTC_TOG_500;It shall stand in memory of [Root.Mother.GetTitledFirstName], my beloved mother.;Elle sera érigée à la mémoire de [Root.Mother.GetTitledFirstName], ma défunte mère.;Er soll zu Ehren meiner geliebten Mutter [Root.Mother.GetTitledFirstName] errichtet werden.;;Debe alzarse en memoria de [Root.Mother.GetTitledFirstName], mi querida madre.;;;;;;;;;x
EVTDESC_TOG_501;The artisans who will carve and raise the standing stone are asking for instructions. Which of your qualities should it speak of?;Les artisans qui graveront et peindront la pierre runique demandent des instructions. Lesquelles de vos aptitudes seront exposées ?;Die Künstler, die den Runenstein bearbeiten und gravieren werden, bitten um Anweisungen. Von welcher Eurer Qualitäten wollt ihr berichten?;;Los artesanos que tallarán y pintarán la piedra rúnica están pidiendo instrucciones. ¿De cuáles de sus cualidades debería hablar?;;;;;;;;;x
EVTOPTA_TOG_501;Oh, I don't know. Make something up.;Oh, je ne sais pas. Improvisez.;Oh, ich weiß nicht. Lasst euch was einfallen.;;Oh, no lo sé. Inventa algo.;;;;;;;;;x
EVTOPTB_TOG_501;I know exactly what the stone should say...;Je sais précisément ce qu’on pourra lire sur la pierre…;Ich weiß ganz genau, was der Runenstein sagen soll…;;Sé exactamente lo que la piedra debe decir...;;;;;;;;;x
EVTOPTC_TOG_501;It schall shpeak of mead, schpirits, *hic* and other ssusch wondersch.;Elle devra parler d’hydromel, de schpiritueux, *hic* et d’autres mmerveilles de la schorte.;Er scholl vonn Mmet, Geischtern  *hicks* und anderen scholschen Wundern berrschichten.;;Debe habbblar de aguamielll, licccores, * hip * y otrasss maravillasss.;;;;;;;;;x
EVTOPTD_TOG_501;It must share my beauty with the world.;Elle doit exposer ma beauté au reste du monde.;Er soll meine Schönheit mit der Welt teilen.;;Debe compartir mi belleza con el mundo.;;;;;;;;;x
EVTOPTE_TOG_501;Let it show what a giant I was despite my stature.;Elle montrera que, malgré mon gabarit, j’étais un géant. ;Lasst ihn verkünden, was für ein Gigant ich war, wenn man mal von meiner Statur absieht.;;Que muestre lo gigante que era a pesar de mi estatura.;;;;;;;;;x
EVTOPTF_TOG_501;My wisdom must be preserved.;Ma sagesse doit être conservée. ;Meine Weisheit muss für die Nachwelt festgehalten werden.;;Mi sabiduría debe ser preservada.;;;;;;;;;x
EVTOPTI_TOG_501;Uhm... you decide...;Heu… à vous de voir…;Ähm... Ihr entscheidet…;;Uhm... decide tú...;;;;;;;;;x
EVTOPTJ_TOG_501;The runes must say that I had the strength of an ent!;Les runes diront que je possédais la force de dix hommes !;Die Runen sollen davon berichten, dass ich die Stärke von zehn Mann hatte!;;¡Las runas deben decir que tenía la fuerza de diez hombres!;;;;;;;;;x
EVTOPTK_TOG_501;My great knowledge of the world.;Ma grande connaissance du monde. ;Mein gewaltiges Wissen um diese Welt.;;Mi gran conocimiento del mundo.;;;;;;;;;x
EVTOPTL_TOG_501;I care not what you write, but it must show my impaled enemies!;Je ne me soucie guère de ce que vous y écrirez, en autant qu’elle illustre mes ennemis empalés !;Mir gleich was dort steht, er soll meine aufgespießten Gegner zeigen!;;No importa lo que escribas, pero ¡debe mostrar mis enemigos empalados!;;;;;;;;;x
EVTOPTM_TOG_501;It should speak of summer fields, moonlit nights and...;Elle parlera de champs d’été, de nuits de pleine lune et…;Er sollte von sommerlichen Feldern und mondbeschienenen Nächten berichten und…;;Debe hablar de los campos de verano, las noches iluminadas por la luna y...;;;;;;;;;x
EVTOPTN_TOG_501;Just carve in my image and make sure it is well-endowed.;Gravez seulement mon image et assurez-vous que ça me mette en valeur.;Graviert mein Abbild in den Stein und stellt sicher, dass die Ausstattung stimmt.;;Sólo talla mi imagen y asegúrate de que está bien dotado.;;;;;;;;;x
EVTOPTO_TOG_501;Carve in all of my favorite recipes.;Gravez toutes mes recettes préférées.;Graviert meine Lieblingsrezepte hinein.;;Tallar todas mis recetas favoritas.;;;;;;;;;x
EVTOPTP_TOG_501;Let it speak of sharing.;Qu'elle parle de partage.;Es soll vom Teilen berichten.;;Que hable de compartir.;;;;;;;;;x
EVTOPTQ_TOG_501;It should mention the importance of being kind to others.;Elle pourra faire mention de l’importance d’être bon envers les autres.;Es sollte erwähnt werden wie wichtig es ist, zu anderen freundlich zu sein. ;;Debería mencionar la importancia de ser amable con los demás.;;;;;;;;;x
EVTOPTR_TOG_501;You will mention my greatness and the epic deeds I have performed.;Vous y mentionnerez ma grandeur et toutes mes épopées.;Ihr werdet meine Großartigkeit un meine epischen Taten erwähnen.;;Va a hablar de mi grandeza y la epopeya que he realizado.;;;;;;;;;x
EVTOPTS_TOG_501;Oh, there is not much to say...;Oh, il y a beaucoup à dire…;Ach, da gibt es nicht viel zu sagen…;;Oh, no hay mucho que decir...;;;;;;;;;x
EVTOPTT_TOG_501;It will say that I feared nothing.;Elle dira que je n'ai peur de rien.;Man wird sagen, ich hatte vor nichts Angst.;;Dirá que no temí nada.;;;;;;;;;x
EVTOPTU_TOG_501;I wish to be known for my fairness in all things.;Je souhaite être reconnu pour mon équité en toutes choses.;Ich möchte für meine Gerechtigkeit in allen Belangen berühmt sein.;;Deseo ser conocido por mi justicia en todas las cosas.;;;;;;;;;x
EVTOPTV_TOG_501;My devotion to my people.;Mes liens solides avec Odin.;Meine starken Bindungen zu Odin.;;Mis fuertes lazos con Odín.;;;;;;;;;x
EVTOPTX_TOG_501;My harsh but necessary actions.;Mes actions rudes mais nécessaires.;Meine brutalen aber notwendigen Taten.;;Mis acciones duras pero necesarias.;;;;;;;;;x
EVTOPTY_TOG_501;The Rogmor within me must be heard.;Le démon en moi doit être entendu.;Der Dämon in mir muss gehört werden.;;El demonio dentro de mí debe ser escuchado.;;;;;;;;;x
EVTOPTZ_TOG_501;My friendship with the Eldar.;Ma foi chrétienne.;Mein christlicher Glaube.;;Mi fe Cristiana.;;;;;;;;;x
EVTNAME_TOG_510;In Memory of [Root.Father.GetFirstName];En mémoire de [Root.Father.GetFirstName];In Erinnerung an [Root.Father.GetFirstName];;En memoria de [Root.Father.GetFirstName];;;;;;;;;x
EVTDESC_TOG_510;The standing stone you commissioned has been finished and raised on the spot you chose for it. You examine the certh:\n\nThis stone was raised by [Root.GetFirstName] in memory of [Root.Father.GetFirstName], [Root.GetHerHis] father and [Root.Father.Father.GetFirstName]'s son. He lived a good life and died peacefully in bed. Ever will stand this memorial.\n\nYou leave the stone, content in the knowledge that many centuries from now, scholars will be studying these certh carvings in an effort to glean the wisdom of their words.;La pierre runique que vous avez commandée est terminée et a été érigée à l’endroit que vous aviez choisi. Vous examinez les runes :\n\n'Cette pierre a été érigée par [Root.GetFirstName] à la mémoire de [Root.Father.GetFirstName], son père et fils de [Root.Father.Father.GetFirstName]. Il a vécu une bonne vie et est décédé paisiblement dans son sommeil. À jamais se dressera ce monument commémoratif.'\n\nVous quittez la pierre avec la satisfaction de savoir que, dans bon nombre de siècles, quand sa peinture se sera depuis longtemps atténuée, des érudits étudieront les gravures de cette rune pour essayer de retrouver la sagesse de ses mots.;Der von Euch in Auftrag gegebene Runenstein wurde fertiggestellt und an der Stelle errichtet, die Ihr ausgewählt hattet. Ihr untersucht die Runen:\n\n'Dieser Stein wurde von [Root.GetFirstName] zu Ehren von [Root.Father.GetFirstName], [Root.GetHerHis] Vater und [Root.Father.Father.GetFirstName]s Sohn errichtet. Er lebte ein gutes Leben und verstarb friedlich in seinem Bett. Sein Andenken wird immer gewahrt werden. '\n\nIhr verlasst den Ort, zufrieden in dem Wissen, dass noch in vielen Generationen, wenn die Farbe des Steins bereits verblasst sein wird, Gelehrte die eingravierten Runen in dem Bemühen studieren werden, die Weisheit aus ihnen herauszubekommen.;;La piedra rúnica que encargaste se ha terminado y alzado en el lugar que elegiste para ella. Examinas las runas:\n\nEsta piedra fue alzada por [Root.GetFirstName] en memoria de [Root.Father.GetFirstName], padre de [Root.GetHerHis] e hijo de [Root.Father.Father.GetFirstName]. Vivió una buena vida y murió tranquilamente en la cama. Que este memorial dure para siempre.\n\nDejas la piedra, conforme sabiendo que dentro de muchos siglos, cuando su pintura haya desaparecido mucho tiempo atrás, los eruditos estarán estudiando estas tallas de runas en un esfuerzo por recoger la sabiduría de sus palabras.;;;;;;;;;x
