#CODE;ENGLISH;FRENCH;GERMAN;SPANISH;ITALIAN;;x
c_lond_anfalas;Lond Anfalas;Lond Anfalas;;;Lond Anfalas;;x
c_lond_anfalas_adj;Lond Anfalasian;Lond Anfalasian;;;Lond Anfalasian;;x
c_cirith_iaur;Haerlond;Haerlond;;;Haerlond;;x
c_cirith_iaur_adj;Haerlondrim;Haerlondrim;;;Haerlondrim;;x
c_lond_feren;Lindabad;Lindabad;;;Lindabad;;x
c_lond_feren_adj;Lindabadrim;Lindabadrim;;;Lindabadrim;;x
c_cirith_nimrais;Cirith Nimrais;Cirith Nimrais;;;Cirith Nimrais;;x
c_cirith_nimrais_adj;Cirith Nimraisrim;Cirith Nimraisrim;;;Cirith Nimraisrim;;x
c_lefnuicradle;Annon Wain;Annon Wain;;;Annon Wain;;x
c_lefnuicradle_adj;Annon Wainrim;Annon Wainrim;;;Annon Wainrim;;x
c_cabed_annuheled;Umb Dolen;Umb Dolen;;;Umb Dolen;;x
c_cabed_annuheled_adj;Umb Dolenrim;Umb Dolenrim;;;Umb Dolenrim;;x
c_nan-i-feryth;Bar Feryth;Bar Feryth;;;Bar Feryth;;x
c_nan-i-feryth_adj;Bar Ferythrim;Bar Ferythrim;;;Bar Ferythrim;;x
c_saerthondost;Saerthondost;Saerthondost;;;Saerthondost;;x
c_saerthondost_adj;Saerthondostrim;Saerthondostrim;;;Saerthondostrim;;x
c_nan_celgalen;Dol Gwaer;Dol Gwaer;;;Dol Gwaer;;x
c_nan_celgalen_adj;Dol Gwaerim;Dol Gwaerim;;;Dol Gwaerim;;x
c_umb_estelwein_south;Rond Deren;Rond Deren;;;Rond Deren;;x
c_umb_estelwein_south_adj;Rond Derenrim;Rond Derenrim;;;Rond Derenrim;;x
c_corgonin;Corgonin;Corgonin;;;Corgonin;;x
c_corgonin_adj;Corgoninrim;Corgoninrim;;;Corgoninrim;;x
c_east_nan_lefnui;Parth Feren;Parth Feren;;;Parth Feren;;x
c_east_nan_lefnui_adj;Parth Ferenrim;Parth Ferenrim;;;Parth Ferenrim;;x
c_mornan;Nineryn;Nineryn;;;Nineryn;;x
c_mornan_adj;Ninerynrim;Ninerynrim;;;Ninerynrim;;x
c_umb_estelwein_north;Umb Estelwain;Umb Estelwain;;;Umb Estelwain;;x
c_umb_estelwein_north_adj;Umb Estelwainrim;Umb Estelwainrim;;;Umb Estelwainrim;;x
c_rond_rhandir;Rond Rhandir;Rond Rhandir;;;Rond Rhandir;;x
c_rond_rhandir_adj;Rond Rhandirim;Rond Rhandirim;;;Rond Rhandirim;;x
c_rendal;Mordal;Mordal;;;Mordal;;x
c_rendal_adj;Mordalrim;Mordalrim;;;Mordalrim;;x
c_tarlang;Erech;Erech;;;Erech;;x
c_tarlang_adj;Erechrim;Erechrim;;;Erechrim;;x
c_morthond_vale;Thargol;Thargol;;;Thargol;;x
c_morthond_vale_adj;Thargolrim;Thargolrim;;;Thargolrim;;x
c_morthond_cradle;Sardol;Sardol;;;Sardol;;x
c_morthond_cradle_adj;Sardolrim;Sardolrim;;;Sardolrim;;x
c_giril_vale;Cemenduril;Cemenduril;;;Cemenduril;;x
c_giril_vale_adj;Cemendurilrim;Cemendurilrim;;;Cemendurilrim;;x
c_tarlangs_neck;Lancrath;Lancrath;;;Lancrath;;x
c_tarlangs_neck_adj;Lancrathrim;Lancrathrim;;;Lancrathrim;;x
c_upper_lamedon;Calembel;Calembel;;;Calembel;;x
c_upper_lamedon_adj;Calembelrim;Calembelrim;;;Calembelrim;;x
c_west_ethring;Ethring;Ethring;;;Ethring;;x
c_west_ethring_adj;Ethringrim;Ethringrim;;;Ethringrim;;x
c_eredlamedon;Dínadab;Dínadab;;;Dínadab;;x
c_eredlamedon_adj;Dínadabrim;Dínadabrim;;;Dínadabrim;;x
c_riversmouth;Bar Elir;Bar Elir;;;Bar Elir;;x
c_riversmouth_adj;Elirrim;Elirrim;;;Elirrim;;x
c_east_ethring;Lothgobel;Lothgobel;;;Lothgobel;;x
c_east_ethring_adj;Lothgobelrim;Lothgobelrim;;;Lothgobelrim;;x
c_orthanc;Isengard;Isengard;;;Isengard;;x
c_orthanc_adj;Isengardrim;Isengardrim;;;Isengardrim;;x
c_isengard;Isendale;Isendale;;;Isendale;;x
c_isengard_adj;Isendalian;Isendalian;;;Isendalian;;x
c_westmarch;Derwath;Derwath;;;Derwath;;x
c_westmarch_adj;Derwathrim;Derwathrim;;;Derwathrim;;x
c_druwaith_nimrais;Drúwaith Nimrais;Drúwaith Nimrais;;;Drúwaith Nimrais;;x
c_druwaith_nimrais_adj;Drúwaith Nimraisrim;Drúwaith Nimraisrim;;;Drúwaith Nimraisrim;;x
c_umb_daier;Imlothim;Imlothim;;;Imlothim;;x
c_umb_daier_adj;Imlothimrim;Imlothimrim;;;Imlothimrim;;x
c_isenangle;Isenangle;Isenangle;;;Isenangle;;x
c_isenangle_adj;Isenangleian;Isenangleian;;;Isenangleian;;x
c_druwaith_iaur;Drúwaith Laden;Drúwaith Laden;;;Drúwaith Laden;;x
c_druwaith_iaur_adj;Drúwaith Ladenian;Drúwaith Ladenian;;;Drúwaith Ladenian;;x
c_isenmouthe;Dunlogan;Dunlogan;;;Dunlogan;;x
c_isenmouthe_adj;Dunloganrim;Dunloganrim;;;Dunloganrim;;x
c_mountains_of_shadow;Perth Ülmyn;Perth Ülmyn;;;Perth Ülmyn;;x
c_mountains_of_shadow_adj;Perth Ülmynian;Perth Ülmynian;;;Perth Ülmynian;;x
c_imladris;Imladris;Imladris;;;Imladris;;x
c_imladris_adj;Imladrisrim;Imladrisrim;;;Imladrisrim;;x
c_lorien;Caras Galadhon;Caras Galadhon;;;Caras Galadhon;;x
c_lorien_adj;Caras Galadhonrim;Caras Galadhonrim;;;Caras Galadhonrim;;x
c_mithlond;Mithlond;Mithlond;;;Mithlond;;x
c_mithlond_adj;Mithlondrim;Mithlondrim;;;Mithlondrim;;x
c_southern_range;Falathlorn;Falathlorn;;;Falathlorn;;x
c_southern_range_adj;Falathlornian;Falathlornian;;;Falathlornian;;x
c_central_range;Low Lands;Low Lands;;;Low Lands;;x
c_central_range_adj;Lowlandian;Lowlandian;;;Lowlandian;;x
c_northern_ranges;Thorin's Gate;Thorin's Gate;;;Thorin's Gate;;x
c_northern_ranges_adj;Thorinian;Thorinian;;;Thorinian;;x
c_the_dune_sea;The Dune Sea;The Dune Sea;;;The Dune Sea;;x
c_the_dune_sea_adj;The Dune Seaian;The Dune Seaian;;;The Dune Seaian;;x
c_forodwaith;Forodwaith;Forodwaith;;;Forodwaith;;x
c_forodwaith_adj;Forodwaithian;Forodwaithian;;;Forodwaithian;;x
c_hyarromenyar;Hyarromenyar;Hyarromenyar;;;Hyarromenyar;;x
c_hyarromenyar_adj;Hyarromenyarim;Hyarromenyarim;;;Hyarromenyarim;;x
c_tarmear;Tarmear;Tarmear;;;Tarmear;;x
c_tarmear_adj;Tarmearim;Tarmearim;;;Tarmearim;;x
c_brethyar;Brethyar;Brethyar;;;Brethyar;;x
c_brethyar_adj;Brethyarim;Brethyarim;;;Brethyarim;;x
c_frontier_1;Glandagol;Glandagol;;;Glandagol;;x
c_frontier_1_adj;Glandagolrim;Glandagolrim;;;Glandagolrim;;x
c_east_luneland;Rildolach;Rildolach;;;Rildolach;;x
c_east_luneland_adj;Rildolachrim;Rildolachrim;;;Rildolachrim;;x
c_noirinanyar;Noirinanyar;Noirinanyar;;;Noirinanyar;;x
c_noirinanyar_adj;Noirinanyarim;Noirinanyarim;;;Noirinanyarim;;x
c_ongoth;Ongoth;Ongoth;;;Ongoth;;x
c_ongoth_adj;Ongothrim;Ongothrim;;;Ongothrim;;x
c_frontier_2;Tirith Glann;Tirith Glann;;;Tirith Glann;;x
c_frontier_2_adj;Tirith Glannrim;Tirith Glannrim;;;Tirith Glannrim;;x
c_west_formenyar;Formenyar;Formenyar;;;Formenyar;;x
c_west_formenyar_adj;Formenyarim;Formenyarim;;;Formenyarim;;x
c_west_orromenyar;Emyn Uial;Emyn Uial;;;Emyn Uial;;x
c_west_orromenyar_adj;Emyn Uialrim;Emyn Uialrim;;;Emyn Uialrim;;x
c_annumenyar;Annumenyar;Annumenyar;;;Annumenyar;;x
c_annumenyar_adj;Annumenyarian;Annumenyarian;;;Annumenyarian;;x
c_evendim;Tyrn Fornech;Tyrn Fornech;;;Tyrn Fornech;;x
c_evendim_adj;Tyrn Fornechrim;Tyrn Fornechrim;;;Tyrn Fornechrim;;x
c_west_emenyar;West Emenyar;West Emenyar;;;West Emenyar;;x
c_west_emenyar_adj;West Emenyarian;West Emenyarian;;;West Emenyarian;;x
c_east_emenyar;Balgrist;Balgrist;;;Balgrist;;x
c_east_emenyar_adj;Balgristrim;Balgristrim;;;Balgristrim;;x
c_eketyar;Parth Aduial;Parth Aduial;;;Parth Aduial;;x
c_eketyar_adj;Parth Aduialrim;Parth Aduialrim;;;Parth Aduialrim;;x
c_oronyar;Oronyar;Oronyar;;;Oronyar;;x
c_oronyar_adj;Oronyarim;Oronyarim;;;Oronyarim;;x
c_celephyar;Celephyar;Celephyar;;;Celephyar;;x
c_celephyar_adj;Celephyarim;Celephyarim;;;Celephyarim;;x
c_random_1;Random 1;Random 1;;;Random 1;;x
c_random_1_adj;Random 1ian;Random 1ian;;;Random 1ian;;x
c_east_formenyar;Tyrn Formen;Tyrn Formen;;;Tyrn Formen;;x
c_east_formenyar_adj;Tyrn Formenrim;Tyrn Formenrim;;;Tyrn Formenrim;;x
c_frontier_3;Rammunidon;Rammunidon;;;Rammunidon;;x
c_frontier_3_adj;Rammunidonrim;Rammunidonrim;;;Rammunidonrim;;x
c_frontier_4;Rammas Formen;Rammas Formen;;;Rammas Formen;;x
c_frontier_4_adj;Rammas Formenrim;Rammas Formenrim;;;Rammas Formenrim;;x
c_frontier_5;Frontier 5;Frontier 5;;;Frontier 5;;x
c_frontier_5_adj;Frontier 5ian;Frontier 5ian;;;Frontier 5ian;;x
c_mendriyar;Archet;Archet;;;Archet;;x
c_mendriyar_adj;Archetian;Archetian;;;Archetian;;x
c_north_bree-land;Combe;Combe;;;Combe;;x
c_north_bree-land_adj;Combian;Combian;;;Combian;;x
c_west_bree-land;Brandy Hills;Brandy Hills;;;Brandy Hills;;x
c_west_bree-land_adj;Brandyan;Brandy Hillman;;;Brandyan;;x
c_bree-land;Bree-land;Bree-land;;;Bree-land;;x
c_bree-land_adj;Breelander;Bree-landian;;;Breelander;;x
c_midgewater;Midgewater Marshes;Midgewater;;;Midgewater Marshes;;x
c_midgewater_adj;Midgewaterian;Midgewaterian;;;Midgewaterian;;x
c_weather_hills;Emyn Sûl;Emyn Sûl;;;Emyn Sûl;;x
c_weather_hills_adj;Sûlrim;Sûlrim;;;Sûlrim;;x
c_fornost;Fornost;Fornost;;;Fornost;;x
c_fornost_adj;Fornostrim;Fornostrim;;;Fornostrim;;x
c_gladden_fields;Gladden Fields;Gladden Fields;;;Gladden Fields;;x
c_gladden_fields_adj;Ninglorim;Ninglorim;;;Ninglorim;;x
c_khand;Ordugh;Ordugh;;;Ordugh;;x
c_khand_adj;Ordughian;Ordughian;;;Ordughian;;x
c_sutcrofts;Sutcrofts;Sutcrofts;;;Sutcrofts;;x
c_sutcrofts_adj;Sutcroftsian;Sutcroftsian;;;Sutcroftsian;;x
c_north_emnet;Norcrofts;Norcrofts;;;Norcrofts;;x
c_north_emnet_adj;Norcroftsian;Norcroftsian;;;Norcroftsian;;x
c_west_wall;East Wall;East Wall;;;East Wall;;x
c_west_wall_adj;Eastwallian;Wallrim;;;Eastwallian;;x
c_north_entwash;Walstow;Walstow;;;Walstow;;x
c_north_entwash_adj;Walstowrim;Walstowrim;;;Walstowrim;;x
c_entmouth;Ethir Onodló;Ethir Onodló;;;Ethir Onodló;;x
c_entmouth_adj;Ethir Onodlórim;Ethir Onodlórim;;;Ethir Onodlórim;;x
c_west_wold;Harwick;Harwick;;;Harwick;;x
c_west_wold_adj;Harwickian;Harwickian;;;Harwickian;;x
c_north_wold;Longhold;Longhold;;;Longhold;;x
c_north_wold_adj;Longholdian;Longholdian;;;Longholdian;;x
c_east_wold;Sarn Gebir;Sarn Gebir;;;Sarn Gebir;;x
c_east_wold_adj;Sarn Gebirian;Sarn Gebirian;;;Sarn Gebirian;;x
c_celebrant;Parth Celebrant;Parth Celebrant;;;Parth Celebrant;;x
c_celebrant_adj;Celebrantian;Celebrantian;;;Celebrantian;;x
c_west_celebrant;Eorlsmead;Eorlsmead;;;Eorlsmead;;x
c_west_celebrant_adj;Eorlsmeadian;Eorlsmeadian;;;Eorlsmeadian;;x
c_far_west_celebrant;Far West Celebrant;Far West Celebrant;;;Far West Celebrant;;x
c_far_west_celebrant_adj;Far West Celebrantian;Far West Celebrantian;;;Far West Celebrantian;;x
c_south_lorien;South Lorien;South Lorien;;;South Lorien;;x
c_south_lorien_adj;South Lorienian;South Lorienian;;;South Lorienian;;x
c_moria;Moria;Moria;;;Moria;;x
c_moria_adj;Moriaian;Moriaian;;;Moriaian;;x
c_north_eregion;North Eregion;North Eregion;;;North Eregion;;x
c_north_eregion_adj;North Eregionian;North Eregionian;;;North Eregionian;;x
c_norther_eregion;Norther Eregion;Norther Eregion;;;Norther Eregion;;x
c_norther_eregion_adj;Norther Eregionian;Norther Eregionian;;;Norther Eregionian;;x
c_middle_eregion;Middle Eregion;Middle Eregion;;;Middle Eregion;;x
c_middle_eregion_adj;Middle Eregionian;Middle Eregionian;;;Middle Eregionian;;x
c_west_eregion;West Eregion;West Eregion;;;West Eregion;;x
c_west_eregion_adj;West Eregionian;West Eregionian;;;West Eregionian;;x
c_south_eregio;Ost-in-Edhil;Ost-in-Edhil;;;Ost-in-Edhil;;x
c_south_eregio_adj;Ost-in-Edhilrim;Ost-in-Edhilrim;;;Ost-in-Edhilrim;;x
c_swanfleet;Swanfleet;Swanfleet;;;Swanfleet;;x
c_swanfleet_adj;Swanfleetian;Swanfleetian;;;Swanfleetian;;x
c_erebor;Erebor;Erebor;;;Erebor;;x
c_erebor_adj;Ereborian;Ereborian;;;Ereborian;;x
c_souther_eregion;Souther Eregion;Souther Eregion;;;Souther Eregion;;x
c_souther_eregion_adj;Souther Eregionian;Souther Eregionian;;;Souther Eregionian;;x
c_wester_south_lorien;Wester South Lorien;Wester South Lorien;;;Wester South Lorien;;x
c_wester_south_lorien_adj;Wester South Lorienian;Wester South Lorienian;;;Wester South Lorienian;;x
c_wester_north_lorien;Wester North Lorien;Wester North Lorien;;;Wester North Lorien;;x
c_wester_north_lorien_adj;Wester North Lorienian;Wester North Lorienian;;;Wester North Lorienian;;x
c_south_melosse;Ianth Methad;Ianth Methad;;;Ianth Methad;;x
c_south_melosse_adj;Ianth Methadrim;Ianth Methadrim;;;Ianth Methadrim;;x
c_north_melosse;Pinnath Tereg;Pinnath Tereg;;;Pinnath Tereg;;x
c_north_melosse_adj;Pinnath Teregrim;Pinnath Teregrim;;;Pinnath Teregrim;;x
c_trollshaws;Barad Remmellad;Barad Remmellad;;;Barad Remmellad;;x
c_trollshaws_adj;Remmelladrim;Remmelladrim;;;Remmelladrim;;x
c_hoardale;Hoardale;Hoardale;;;Hoardale;;x
c_hoardale_adj;Hoardarim;Hoardaleian;;;Hoardarim;;x
c_magillos;Magillos;Magillos;;;Magillos;;x
c_magillos_adj;Magillosrim;Magillosian;;;Magillosrim;;x
c_angmarbound;Gleinangmar;Gleinangmar;;;Gleinangmar;;x
c_angmarbound_adj;Gleinangmarim;Gleinangmarim;;;Gleinangmarim;;x
c_west_frontier;West Frontier;West Frontier;;;West Frontier;;x
c_west_frontier_adj;West Frontierian;West Frontierian;;;West Frontierian;;x
c_east_eldenaryar;Eldanar;Eldanar;;;Eldanar;;x
c_east_eldenaryar_adj;Eldanarim;Eldanarim;;;Eldanarim;;x
c_southest_eredoriath;Fennas Drunin;Fennas Drunin;;;Fennas Drunin;;x
c_southest_eredoriath_adj;Fennas Druninrim;Fennas Druninrim;;;Fennas Druninrim;;x
c_south_eredoriath;Menegaur;Menegaur;;;Menegaur;;x
c_south_eredoriath_adj;Menegaurim;Menegaurim;;;Menegaurim;;x
c_west_eredoriath;Nothros;Nothros;;;Nothros;;x
c_west_eredoriath_adj;Nothrosrim;Nothrosrim;;;Nothrosrim;;x
c_east_eredoriath;Mithereithel;Mithereithel;;;Mithereithel;;x
c_east_eredoriath_adj;Mithereithelrim;Mithereithelrim;;;Mithereithelrim;;x
c_north_eredoriath;Safin Rhaglaw;Safin Rhaglaw;;;Safin Rhaglaw;;x
c_north_eredoriath_adj;Rhaglawrim;Rhaglawrim;;;Rhaglawrim;;x
c_south_west_mirkwood;Taur Morvith;Taur Morvith;;;Taur Morvith;;x
c_south_west_mirkwood_adj;Morvithian;Morvithian;;;Morvithian;;x
c_amon_lanc;Amon Lanc;Amon Lanc;;;Amon Lanc;;x
c_amon_lanc_adj;Amon Lancian;Amon Lancian;;;Amon Lancian;;x
c_south_north_west_mirkwood;Emyn Lûm;Emyn Lûm;;;Emyn Lûm;;x
c_south_north_west_mirkwood_adj;Emyn Lûmian;Emyn Lûmian;;;Emyn Lûmian;;x
c_south_mirkwood;Sâd Meryrn;Sâd Meryrn;;;Sâd Meryrn;;x
c_south_mirkwood_adj;Sâd Meryrnian;Sâd Meryrnian;;;Sâd Meryrnian;;x
c_south_east_mirkwood;Galdesgal;Galdesgal;;;Galdesgal;;x
c_south_east_mirkwood_adj;Galdesgalian;Galdesgalian;;;Galdesgalian;;x
c_south_north_east_mirkwood;Imlad Aras;Imlad Aras;;;Imlad Aras;;x
c_south_north_east_mirkwood_adj;Arasian;Arasian;;;Arasian;;x
c_the_narrows;The Narrows;The Narrows;;;The Narrows;;x
c_the_narrows_adj;The Narrowsian;The Narrowsian;;;The Narrowsian;;x
c_middle_south_west_mirkwood;Imlad Megli;Imlad Megli;;;Imlad Megli;;x
c_middle_south_west_mirkwood_adj;Meglian;Meglian;;;Meglian;;x
c_middle_south_east_mirkwood;Galadhmôr;Galadhmôr;;;Galadhmôr;;x
c_middle_south_east_mirkwood_adj;Galadhmôrian;Galadhmôrian;;;Galadhmôrian;;x
c_middle_north_west_mirkwood;Brôgorn;Brôgorn;;;Brôgorn;;x
c_middle_north_west_mirkwood_adj;Brôgornian;Brôgornian;;;Brôgornian;;x
c_middle_central_mirkwood;Cell Angol;Cell Angol;;;Cell Angol;;x
c_middle_central_mirkwood_adj;Angolian;Angolian;;;Angolian;;x
c_middle_north_east_mirkwood;Eryn Aras;Eryn Aras;;;Eryn Aras;;x
c_middle_north_east_mirkwood_adj;Arassian;Arassian;;;Arassian;;x
c_west_forest_road;West Forest Road;West Forest Road;;;West Forest Road;;x
c_west_forest_road_adj;West Forest Roadian;West Forest Roadian;;;West Forest Roadian;;x
c_east_forest_road;East Forest Road;East Forest Road;;;East Forest Road;;x
c_east_forest_road_adj;East Forest Roadian;East Forest Roadian;;;East Forest Roadian;;x
c_thanduils_halls;Halls of Thranduil;Halls of Thranduil;;;Halls of Thranduil;;x
c_thanduils_halls_adj;Thranduilrim;Thranduilrim;;;Thranduilrim;;x
c_mountains_of_mirkwood;Emyn Duir;Emyn Duir;;;Emyn Duir;;x
c_mountains_of_mirkwood_adj;Duirim;Duirim;;;Duirim;;x
c_rosgobel;Rosgobel;Rosgobel;;;Rosgobel;;x
c_rosgobel_adj;Rosgobelrim;Rosgobelrim;;;Rosgobelrim;;x
c_north_west_mirkwood;Athrad Laegrim;Athrad Laegrim;;;Athrad Laegrim;;x
c_north_west_mirkwood_adj;Laegrimrim;Laegrimrim;;;Laegrimrim;;x
c_north_mirkwood;Taeg Dîn;Taeg Dîn;;;Taeg Dîn;;x
c_north_mirkwood_adj;Taegrim;Taegrim;;;Taegrim;;x
c_north_east_mirkwood;Celebannon;Celebannon;;;Celebannon;;x
c_north_east_mirkwood_adj;Celebannonrim;Celebannonrim;;;Celebannonrim;;x
c_south_emyn_muil;Amon Lhaw;Amon Lhaw;;;Amon Lhaw;;x
c_south_emyn_muil_adj;Amon Lhawian;Amon Lhawian;;;Amon Lhawian;;x
c_north_emyn_muil;North Emyn Muil;North Emyn Muil;;;North Emyn Muil;;x
c_north_emyn_muil_adj;North Emyn Muilian;North Emyn Muilian;;;North Emyn Muilian;;x
c_east_bight;East Bight;East Bight;;;East Bight;;x
c_east_bight_adj;Bightrim;East Bightian;;;Bightrim;;x
c_gorgoroth_plateau;Kirithgal;Kirithgal;;;Kirithgal;;x
c_gorgoroth_plateau_adj;Kirithgalia;Kirithgalia;;;Kirithgalia;;x
c_gap_of_nurn;Gap of Nurn;Gap of Nurn;;;Gap of Nurn;;x
c_gap_of_nurn_adj;Gap of Nurnian;Gap of Nurnian;;;Gap of Nurnian;;x
c_east_gorgoroth;Seregost;Seregost;;;Seregost;;x
c_east_gorgoroth_adj;Seregostrim;Seregostrim;;;Seregostrim;;x
c_harlindon_top;Harlond;Harlond;;;Harlond;;x
c_harlindon_top_adj;Harlondrim;Harlondrim;;;Harlondrim;;x
c_harlindon_top_mid;Anhaman;Anhaman;;;Anhaman;;x
c_harlindon_top_mid_adj;Anhamanrim;Anhamanrim;;;Anhamanrim;;x
c_harlindon_top_left;Lairiardhon;Lairiardhon;;;Lairiardhon;;x
c_harlindon_top_left_adj;Lairiardhonrim;Lairiardhonrim;;;Lairiardhonrim;;x
c_harlindon_mid_left;Lildarhdan;Lildarhdan;;;Lildarhdan;;x
c_harlindon_mid_left_adj;Lildarhdanrim;Lildarhdanrim;;;Lildarhdanrim;;x
c_harlindon_mid;Ardalyalinya;Ardalyalinya;;;Ardalyalinya;;x
c_harlindon_mid_adj;Ardalyalinyarim;Ardalyalinyarim;;;Ardalyalinyarim;;x
c_harlindon_mid_left_lower;Ardquetto;Ardquetto;;;Ardquetto;;x
c_harlindon_mid_left_lower_adj;Ardquettorim;Ardquettorim;;;Ardquettorim;;x
c_harlindon_bottom_mid;Laerglinn;Laerglinn;;;Laerglinn;;x
c_harlindon_bottom_mid_adj;Laerglinnrim;Laerglinnrim;;;Laerglinnrim;;x
c_harlindon_bottom_right;Uleineithel;Uleineithel;;;Uleineithel;;x
c_harlindon_bottom_right_adj;Uleineithelrim;Uleineithelrim;;;Uleineithelrim;;x
c_opposite_girithlin;Amon Ulein;Amon Ulein;;;Amon Ulein;;x
c_opposite_girithlin_adj;Uleinrim;Uleinrim;;;Uleinrim;;x
c_ered_luin_south_enclave;Belesir;Belesir;;;Belesir;;x
c_ered_luin_south_enclave_adj;Belesirim;Belesirim;;;Belesirim;;x
c_ered_luin_north_enclave;Bar Irlossiel;Bar Irlossiel;;;Bar Irlossiel;;x
c_ered_luin_north_enclave_adj;Irlossielrim;Irlossielrim;;;Irlossielrim;;x
c_lower_west_of_shire;Lond Telerion;Lond Telerion;;;Lond Telerion;;x
c_lower_west_of_shire_adj;Telerionrim;Telerionrim;;;Telerionrim;;x
c_mid_west_of_shire;Mid West of Shire;Mid West of Shire;;;Mid West of Shire;;x
c_mid_west_of_shire_adj;Mid West of Shireian;Mid West of Shireian;;;Mid West of Shireian;;x
c_west_grey_haven;Lond Thalos;Lond Thalos;;;Lond Thalos;;x
c_west_grey_haven_adj;Thalosrim;Thalosrim;;;Thalosrim;;x
c_southest_forlindon;Tir Lowen;Tir Lowen;;;Tir Lowen;;x
c_southest_forlindon_adj;Tir Lowenrim;Tir Lowenrim;;;Tir Lowenrim;;x
c_south_mid_forlindon;Forlond;Forlond;;;Forlond;;x
c_south_mid_forlindon_adj;Forlondrim;Forlondrim;;;Forlondrim;;x
c_south_west_forlindon;Apariath;Apariath;;;Apariath;;x
c_south_west_forlindon_adj;Apariathrim;Apariathrim;;;Apariathrim;;x
c_south_mid_west_forlindon;Estoriand;Estoriand;;;Estoriand;;x
c_south_mid_west_forlindon_adj;Estoriandrim;Estoriandrim;;;Estoriandrim;;x
c_south_mid_east_forlindon;Olòrmindon;Olòrmindon;;;Olòrmindon;;x
c_south_mid_east_forlindon_adj;Olòrmindonrim;Olòrmindonrim;;;Olòrmindonrim;;x
c_north_mid_west_forlindon;Mänoriand;Mänoriand;;;Mänoriand;;x
c_north_mid_west_forlindon_adj;Mänoriandrim;Mänoriandrim;;;Mänoriandrim;;x
c_north_mid_east_forlindon;Sandarian;Sandarian;;;Sandarian;;x
c_north_mid_east_forlindon_adj;Sandarianrim;Sandarianrim;;;Sandarianrim;;x
c_north_neck_forlindon;Landolas;Landolas;;;Landolas;;x
c_north_neck_forlindon_adj;Landolasrim;Landolasrim;;;Landolasrim;;x
c_north_west_forlindon;Celanor;Celanor;;;Celanor;;x
c_north_west_forlindon_adj;Celanorim;Celanorim;;;Celanorim;;x
c_northest_forlindon;Mindolhendi;Mindolhendi;;;Mindolhendi;;x
c_northest_forlindon_adj;Mindolhendirim;Mindolhendirim;;;Mindolhendirim;;x
c_inner_forlindon_top_west;Aranaforn;Aranaforn;;;Aranaforn;;x
c_inner_forlindon_top_west_adj;Aranafornrim;Aranafornrim;;;Aranafornrim;;x
c_inner_forlindon_top_north;Anfagneder;Anfagneder;;;Anfagneder;;x
c_inner_forlindon_top_north_adj;Anfagnederim;Anfagnederim;;;Anfagnederim;;x
c_inner_forlindon_top_south;Annuduin;Annuduin;;;Annuduin;;x
c_inner_forlindon_top_south_adj;Annuduinrim;Annuduinrim;;;Annuduinrim;;x
c_inner_forlindon_bttom_west;Amon Mithlond;Amon Mithlond;;;Amon Mithlond;;x
c_inner_forlindon_bttom_west_adj;Amon Mithlondrim;Amon Mithlondrim;;;Amon Mithlondrim;;x
c_inner_forlindon_bttom_north;Numeriador;Numeriador;;;Numeriador;;x
c_inner_forlindon_bttom_north_adj;Numeriadorim;Numeriadorim;;;Numeriadorim;;x
c_inner_forlindon_bottom_east;Caras Celairnen;Caras Celairnen;;;Caras Celairnen;;x
c_inner_forlindon_bottom_east_adj;Celairnenrim;Celairnenrim;;;Celairnenrim;;x
c_forlindon_top_east_bottom;Dolumarb;Dolumarb;;;Dolumarb;;x
c_forlindon_top_east_bottom_adj;Dolumarbrim;Dolumarbrim;;;Dolumarbrim;;x
c_ettendales;Grothum;Grothum;;;Grothum;;x
c_ettendales_adj;Grothumrim;Grothumrim;;;Grothumrim;;x
c_south_tolfalas;Dúven Tolfalas;Dúven Tolfalas;;;Dúven Tolfalas;;x
c_south_tolfalas_adj;Dúven Tolfalasrim;Dúven Tolfalasrim;;;Dúven Tolfalasrim;;x
c_west_gilraen;Annui Gilraen;Annui Gilraen;;;Annui Gilraen;;x
c_west_gilraen_adj;Annui Gilraenian;Annui Gilraenian;;;Annui Gilraenian;;x
c_river_vale;Nenim;Nenim;;;Nenim;;x
c_river_vale_adj;Nenimrim;Nenimrim;;;Nenimrim;;x
c_rhudaur_nimrais;Rhudaur Nimrais;Rhudaur Nimrais;;;Rhudaur Nimrais;;x
c_rhudaur_nimrais_adj;Rhudaur Nimraisrim;Rhudaur Nimraisrim;;;Rhudaur Nimraisrim;;x
c_coldfells;Glan Vraig;Coldfells;;;Glan Vraig;;x
c_coldfells_adj;Glan Vraigrim;Coldfellsian;;;Glan Vraigrim;;x
c_wolfdale;Wolfdale;Wolfdale;;;Wolfdale;;x
c_wolfdale_adj;Wolfrim;Wolfdaleian;;;Wolfrim;;x
c_rhudaur;Cameth Brin;Cameth Brin;;;Cameth Brin;;x
c_rhudaur_adj;Camethrim;Camethrim;;;Camethrim;;x
c_carras;Carras;Carras;;;Carras;;x
c_carras_adj;Carrasian;Carrasian;;;Carrasian;;x
c_south_daelmoth;Haradaelmoth;Haradaelmoth;;;Haradaelmoth;;x
c_south_daelmoth_adj;Haradaelmothrim;Haradaelmothrim;;;Haradaelmothrim;;x
c_gwathlo_vale;Gwathlim;Gwathlim;;;Gwathlim;;x
