#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
LEDGER_SORT_DELAYED;?Click to sort using this column?;?Cliquez pour trier cette colonne?;?Zum Sortieren nach dieser Spalte hier klicken?;;?Clic para ordenar usando esta columna?;;;;;;;;;x
EVTOPTA64013;I have to accept that I'm a failure;Je dois me rendre ?l'?idence, je ne vaux rien.;Ich muss akzeptieren, dass ich ein Versager bin ;;Debo admitir que soy un fracaso;;;;;;;;;x
EVTOPTB64013;Who dares, wins;Qui ose, gagne.;Wer wagt, der gewinnt;;Quien se atreve, gana;;;;;;;;;x
EVTDESC64015;My wife [Root.Spouse.GetFirstName] has grown old and less-than-attractive. Maybe a young mistress will bring some excitement to my life?;Mon ?ouse [Root.Spouse.GetFirstName] est vieille et peu attirante. Peut-?re qu'une jeune ma?resse saurait apporter un peu de piquant dans ma vie ?;Meine Ehefrau [Root.Spouse.GetFirstName] ist alt geworden und umso unattraktiver.  Vielleicht bringt eine junge M?resse etwas neue Aufregung in mein Leben?;;Mi esposa [Root.Spouse.GetFirstName] ha envejecido y ha perdido su atractivo. Tal vez una joven dama aportar? algo de emoci? a mi vida?;;;;;;;;x
EVTOPTA64015;I'm sure my wife will allow me to indulge myself;Je suis convaincu que mon ?ouse me laissera m'amuser.;Ich bin sicher, meine Frau wird mir gestatten, mich ein wenig verw?nen zu lassen;;Estoy seguro de que mi esposa me permitir?darme un capricho;;;;;;;;;x
EVTTOOLTIP64017;[Root.GetTitledFirstName] tries to seduce [This.GetTitledFirstName];[Root.GetTitledFirstName] essaie de s?uire [This.GetTitledFirstName];[Root.GetTitledFirstName] versucht, [This.GetTitledFirstName] zu verf?ren;;[Root.GetTitledFirstName] trata de seducir a [This.GetTitledFirstName];;;;;;;;;x
EVTOPTB64015;My wife will probably not find out;Mon ?ouse ne s'en rendra probablement pas compte.;Meine Ehefrau wird es wahrscheinlich nicht herausfinden;;Es probable que mi esposa no se entere;;;;;;;;;x
EVTOPTC64015;No, adultery is a sin;Non, l'adult?e est un p?h?Nein, Ehebruch ist eine S?de;;No, el adulterio es un pecado;;;;;;;;;x
EVTDESC64016;I have noticed how [From.GetFirstName] has stopped looking at me the way [From.GetSheHe] used to do, with a kind of burning desire for me and my body. These days, [From.GetSheHe] looks at the young courtiers with high bosoms and slender waists with the look that used to be reserved for me...;J'ai remarqu?que [From.GetFirstName] a cess?de me regarder comme [From.GetSheHe] le faisait, avec une sorte de d?ir br?ant pour moi et mon corps. Ces jours-ci, [From.GetSheHe] regarde plut? les jeunes courtisanes aux grosses poitrines et aux tailles fines, avec ce regard qui m'?ait r?erv?;Ich habe bemerkt, dass [From.GetFirstName]aufgeh?t hat, mich auf die Art und Weise anzustarren, wie [From.GetSheHe] es fr?er getan hat - mit brennender Leidenschaft f? mich und meinen K?per. Heutzutage sieht [From.GetSheHe] den jungen Hofdamen mit hohen Busen und schlanken Taillen nach, mit einem Blick, der einst f? mich reserviert war ...;;Me he dado cuenta de que [From.GetFirstName] ya no me mira como [From.GetSheHe] sol? hacerlo, con esa especie de deseo ardiente por m?y por mi cuerpo. Ahora, [From.GetSheHe] dedica a las j?enes cortesanas de grandes pechos y cintura fina aquella mirada que antes reservaba para mi...;;;;;;;;;x
EVTOPTA64016;So [From.GetSheHe] did not think I would notice?!;Ainsi, [From.GetSheHe] croyait que je ne m'en rendrais pas compte !?;Also, [From.GetSheHe] hat nicht gedacht, dass ich es bemerken w?de?!;;?e modo que [From.GetSheHe] pens?que no me dar? cuenta?!;;;;;;;;;x
EVTTOOLTIP64020;[Root.GetTitledFirstName] makes sure [This.GetTitledFirstName] understands [Root.GetHerHis] feelings about [This.GetHerHim] looking at other women;[Root.GetTitledFirstName] s'assure que [This.GetTitledFirstName] comprenne ses sentiments ?l'?ard des autres femmes;[Root.GetTitledFirstName] ?erzeugt sich davon, dass [This.GetTitledFirstName] [Root.GetHerHis] Gef?le  versteht, warum [This.GetHerHim] jungen Damen hinterher sieht.  ;;[Root.GetTitledFirstName] se asegura de que [This.GetTitledFirstName] comprenda sus sentimientos acerca de que [This.GetSheHe] mire a otras mujeres.;;;;;;;;;x
EVTDESC64017;[From.GetTitledFirstName]'s wife is a frail old thing who probably used to be beautiful. No wonder [From.GetSheHe] has started eyeing us lovelier ladies at court...;L'?ouse de [From.GetTitledFirstName] est une pauvre vieille fr?e qui ?ait probablement belle dans le pass? Pas ?onnant qu'[From.GetSheHe] a commenc??nous faire de l'?l, ?nous les plus belles dames de la Cour...;[From.GetTitledFirstName]s Weib ist eine gebrechliche, alte Schachtel, die wahrscheinlich einmal wundersch? war.  Kein Wunder, dass [From.GetSheHe] damit begonnen hat, uns jungen, lieblichen Damen am Hofe nachzustarren ...;;La esposa de [From.GetTitledFirstName] es una fr?il anciana, probablemente hermosa anta?. No me extra? que [From.GetSheHe] haya comenzado a echarnos el ojo a las damas de la corte...;;;;;;;;;x
EVTOPTA64017;[From.GetSheHeCap] is not too hard on the eyes...;[From.GetSheHeCap] n'est pas d?agr?ble ?regarder?[From.GetSheHeCap] ist nicht schwer zu ?ersehen ?;[From.GetSheHeCap] no es demasiado dura para la vista...;;;;;;;;;x
EVTTOOLTIP64018;[Root.GetTitledFirstName] encourages [This.GetTitledFirstName]'s advances;[Root.GetTitledFirstName] encourage les avances de [This.GetTitledFirstName];[Root.GetTitledFirstName] beg?stigt [This.GetTitledFirstName]s Ann?erungsversuche;;[Root.GetTitledFirstName] alienta las insinuaciones de [This.GetTitledFirstName];;;;;;;;;x
EVTOPTB64017;I deserve someone better than [From.GetTitledFirstName];Je m?ite mieux que [From.GetTitledFirstName];Ich verdiene jemand besseren als [From.GetTitledFirstName];;Me merezco a alguien mejor que [From.GetTitledFirstName];;;;;;;;;x
EVTTOOLTIP64019;[Root.GetTitledFirstName] scorns [This.GetTitledFirstName]'s advances;[Root.GetTitledFirstName] m?rise les avances de [This.GetTitledFirstName];[Root.GetTitledFirstName] verachtet [This.GetTitledFirstName]s Ann?erungsversuche;;[Root.GetTitledFirstName] desprecia las insinuaciones de [This.GetTitledFirstName];;;;;;;;;x
EVTDESC64018;[From.GetTitledFirstName] responded to my advances and soon we were in bliss.;[From.GetTitledFirstName] a r?ondu ?mes avances et bient? nous nous sommes retrouv?... En pleine activit?tr? stimulante. En bref : faire l'amour ?ait incroyable !;[From.GetTitledFirstName] reagierte auf meine Ann?erungsversuche und schon bald fanden wir uns ... inmitten sehr stimulierender Aktivit?en wieder.  Um es kurz zu machen: Liebe zu machen war unglaublich!;;[From.GetTitledFirstName] respondi?a mis insinuaciones y pronto est?amos?envueltos en una actividad muy estimulante. Resumiendo: ?acer el amor fue fant?tico!;;;;;;;;;x
EVTOPTA64018;I think I am in love...;Je crois que je suis amoureux...;Ich glaube, ich bin verliebt ...;;Creo que estoy enamorado?;;;;;;;;x
EVTDESC64019;The scorn I was met by when I tried to talk [From.GetTitledFirstName] into meeting me somewhere more private really hurt. [From.GetSheHeCap] actually laughed at my advances and told me I was both too old and too ugly for [From.GetHerHim].;Le m?ris dont j'ai ??victime lorsque j'ai tent?de parler ?[From.GetTitledFirstName] dans un lieu plus tranquille m'a vraiment fait mal. [From.GetSheHeCap] a ri de mes avances et m'a dit que j'?ais une personne trop vieille et trop laide pour [From.GetHerHim].;Der Hohn, der mir entgegenschlug, als ich versucht hatte, [From.GetTitledFirstName] privat kennenzulernen, tat wirklich weh. [From.GetSheHeCap] lachte ?er meine Ann?erungsversuche und erkl?te mir, ich w?e sowohl zu alt als auch zu h?slich f? [From.GetHerHim].;;El desprecio con el que choqu?al tratar de sugerir a [From.GetTitledFirstName] que fu?amos a un lugar m? privado me doli?profundamente. [From.GetSheHeCap] se ri?de mis insinuaciones, alegando que mi edad y mi fealdad me imped?n conseguir [From.GetHerHim].;;;;;;;;;x
EVTOPTA64019;I was taken aback by [From.GetTitledFirstName]'s scorn;J'ai ??surpris du m?ris de [From.GetTitledFirstName];Ich war best?zt ?er [From.GetTitledFirstName]s Hohn;;El desprecio de [From.GetTitledFirstName] me dej?de piedra;;;;;;;;;x
EVTDESC64020;[From.GetFirstName] had noticed how I had started looking at the other women at court and the whispers about me flirting with the beautiful ladies at court made [From.GetHerHim] draw some conclusions [From.GetSheHe] obviously did not appreciate. I was yelled at for hours, or so it felt, about the 'shamefulness of adultery' and 'why don't you think I am attractive anymore?'.;[From.GetFirstName] avait remarqu?que j'avais commenc??regarder les autres femmes de la Cour et les rumeurs qu'elle avait entendues ?mon sujet insinuant que je s?uisais les belles dames lui avait fait tirer quelques conclusions qu'[From.GetSheHe] n'a ?idemment pas appr?i?s. Elle m'a sermonn?pendant des heures sur le ?p?h?d'adult?e? et ?pourquoi pensez-vous que je ne suis plus attirante ??.;[From.GetFirstName] hatte bemerkt, dass ich angefangen hatte, den anderen Damen am Hofe nachzustarren und das Getuschel ?er mich und wie ich mit den wunderbaren Damen am Hof flirtete, lie?[From.GetHerHim]einige Schl?se ziehen, die [From.GetSheHe] wohl nicht billigte.  Ich wurde 'gef?lte' vier Stunden lang angeschrien bez?lich der S?de von Ehebruch und warum ich sie nicht mehr attraktiv f?de. ;;[From.GetFirstName] hab? notado que yo miraba a otras mujeres y hab? o?o murmurar acerca de mis flirteos con las bellas damas de la corte hizo que [From.GetHerHim] sacara unas conclusiones que a  [From.GetSheHe] obviamente no le gustaron. Me grit?durante horas, o eso me pareci? acerca del 'pecado del adulterio', pregunt?dome '?or qu?crees que ya no soy ya no tengo atractivo?'.;;;;;;;;;x
EVTOPTA64020;I think [From.GetFirstName] is angry about me flirting with the ladies...;Je crois que [From.GetFirstName] est en col?e parce que je s?uis les autres femmes.;Ich denke, [From.GetFirstName] ist sauer auf mich, weil ich mit den M?chen flirtete ?;Creo que [From.GetFirstName] est?molesta porque flirteo con las damas...;;;;;;;;;x
EVTDESC64025;It is as if I see [Root.Spouse.GetFirstName] for the first time: [Root.Spouse.GetHerHis] good-natured spirit, the interesting and funny quirks [Root.Spouse.GetSheHe] has and how lovely [Root.Spouse.GetSheHe] really is. Could it be that I love my [Root.Spouse.GetFirstName]?;C'est comme si je voyais [Root.Spouse.GetFirstName] pour la premi?e fois : son esprit d?onnaire, son c??bizarre, int?essant et dr?e et ?quel point [Root.Spouse.GetSheHe] est adorable. Serait-ce possible que j'aime [Root.Spouse.GetFirstName] ?;Es ist, als s?e ich [Root.Spouse.GetFirstName] zum ersten Mal: [Root.Spouse.GetHerHis] nat?lichen Geist, die interessanten und witzigen Marotten, die [Root.Spouse.GetSheHe] hat, und wie liebevoll [Root.Spouse.GetSheHe] wirklich ist. Konnte es sein, dass ich meine [Root.Spouse.GetFirstName] liebte?;;Es como si viera a [Root.Spouse.GetFirstName] por primera vez: la bondad de esp?itu, [Root.Spouse.GetSheHe] interesantes y divertidas particularidades y lo fascinante que [Root.Spouse.GetSheHe] es en realidad. ?odr? ser que ame a mi [Root.Spouse.GetFirstName]?;;;;;;;;;x
EVTOPTA64025;Embrace the love I feel for [Root.Spouse.GetFirstName];Accepter l'amour que je ressens pour [Root.Spouse.GetFirstName];Die Liebe akzeptieren, die ich f? [Root.Spouse.GetFirstName] empfinde;;Abrazar el amor que siento por [Root.Spouse.GetFirstName];;;;;;;;;x
EVTOPTB64025;Deny the love;Renier l'amour;Die Liebe verweigern;;Negar el amor;;;;;;;;;x
EVTDESC64030;I have finally gotten a chance to do something special with my special someone and there are so many things I want to do! Should I try to entertain [Root.GetHerHimOpp] at the court, or maybe we should spend some time in my isolated private lodgings?;J'ai finalement?a chance de faire quelque chose de sp?ial avec mon ?re cher, mais je ne sais pas par o?commencer ! Devrais-je essayer de [Root.GetHerHimOpp] divertir ?la Cour, ou peut-?re devrions-nous passer un peu de temps dans mon chalet isol??;Ich habe endlich die Chance bekommen, etwas Besonderes mit jemandem ganz Speziellen zu tun und es gibt so viele Dinge, die ich tun will! Sollte ich versuchen,  [Root.GetHerHimOpp] am Hofe zu am?ieren, oder sollten wir zusammen etwas Zeit in meiner abgelegenen H?te auf dem Lande verbringen?;;Por fin tengo la ocasion de hacer algo especial con mi amor. ?e gustar? hacer tantas cosas! ?eber? tratar de entretener [Root.GetHerHimOpp] en la corte o tal vez pasar un rato en mi caba? rural aislada?;;;;;;;;;x
EVTOPTA64030;I shall take [Root.GetHerHimOpp] to my isolated lodgings;Je vais l'emmener dans mon chalet isol??la campagne.;Ich werde [Root.GetHerHimOpp] mit auf meine abgelegene H?te nehmen;;[Root.GetHerHimOpp] voy a llevar a mi caba? rural aislada;;;;;;;;;x
EVTOPTB64030;I'll sponsor entertainment at the local court;Je vais animer des activit? ?la Cour.;Ich werde f? Unterhaltung am ?tlichen Hof aufkommen;;Patrocinar?entretenimiento en la corte local;;;;;;;;;x
EVTOPTC64030;No, I'll spend the time with my friends instead;Non, je vais plut? passer du temps avec mes amis.;Oh nein, ich verbringe stattdessen meine Zeit lieber mit Freunden;;Da igual, prefiero pasar el tiempo con mis amigos;;;;;;;;;x
EVTDESC64035;No matter what I do, my sweetheart never seems happy, complaining that we never do anything exciting together and sulks when I tell [Root.GetHerHimOpp] I have too much to do to be able to entertain [Root.GetHerHimOpp] all the time. Having a lover is more hard work than I thought!;Peu importe ce que je fais, ma tendre moiti?ne semble jamais de bonne humeur, se plaint que nous ne faisons jamais rien de passionnant et boude quand je lui dis que j'ai trop ?faire pour ?re en mesure de [Root.GetHerHimOpp] divertir tout le temps. Avoir un amour est plus difficile que je pensais !;Egal, was ich tue, mein Schatz scheint niemals gl?klich zu sein ... beschwert sich, dass wir nie etwas Aufregendes zusammen unternehmen und schmollt, wenn ich [Root.GetHerHimOpp] sage, dass ich zu viel zu tun h?te, so dass es mir unm?lich ist, [Root.GetHerHimOpp] unentwegt  zu unterhalten.  Eine Liebschaft zu haben ist mehr Arbeit, als ich dachte!;;Haga lo que haga mi amor nunca parece feliz, me reprocha que nunca hacemos nada excitante en com? y se pone de mal humor si [Root.GetHerHimOpp] digo que no puedo entretener[Root.GetHerHimOpp] todo el tiempo. ?n amante es un trabajo m? duro de lo que pensaba!;;;;;;;;;x
EVTOPTA64035;Throw a big party for [Root.GetHerHisOpp] entertainment;Lui organiser une grande f?e;Gebt eine gro? Party zur Unterhaltung von  [Root.GetHerHisOpp] ;;Organizar una gran fiesta para [Root.GetHerHisOpp] diversi?;;;;;;;;;x
EVTOPTB64035;Take [Root.GetHerHimOpp] to do something dangerous, like hunting;L'emmener faire quelque chose de dangereux, comme aller ?la chasse;Bringt [Root.GetHerHimOpp] dazu, etwas Gef?rlicheres zu unternehmen, wie z.B. Jagen;;Llevar[Root.GetHerHimOpp] a hacer algo peligroso, como una cacer?;;;;;;;;;x
EVTOPTC64035;[Root.GetSheHeCapOpp] gets what [Root.GetSheHeOpp] deserves;[Root.GetSheHeCapOpp] obtient ce qu'[Root.GetSheHeOpp] m?ite;[Root.GetSheHeCapOpp] bekommt, was [Root.GetSheHeOpp] verdient;;[Root.GetSheHeCapOpp] recibe lo que [Root.GetSheHeOpp] merece;;;;;;;;;x
EVTDESC64040;I caught them together in our own bed, [Root.Spouse.GetFirstName] and [Root.Spouse.GetHerHis] lover! I screamed for [Root.Spouse.GetHerHis] lover to get out and then confronted [Root.Spouse.GetFirstName] about this...;Je les ai surpris ensemble dans notre propre lit, ces deux sc??ats ! J'ai hurl??l'ind?irable de ficher le camp et j'ai ensuite demand?des explications ?[Root.Spouse.GetFirstName]...;Ich erwischte sie zusammen in unserem eigenen Bett, [Root.Spouse.GetFirstName]und [Root.Spouse.GetHerHis] Liebschaft! Ich schmiss [Root.Spouse.GetHerHis] Aff?e laut schreiend hinaus und konfrontierte [Root.Spouse.GetFirstName] damit ?;?os hall?juntos en nuestra propia cama, [Root.Spouse.GetFirstName] y [Root.Spouse.GetHerHis] amante! Le grit?a  [Root.Spouse.GetHerHis] amante que se marchara y luego discut?el asunto con [Root.Spouse.GetFirstName]...;;;;;;;;;x
EVTOPTA64040;In our own bed?!;Dans notre propre lit !?;In unserem eigenen Bett?!;;?En nuestra propia cama?!;;;;;;;;;x
EVTTOOLTIP64041;[Root.GetTitledFirstName] confronts [This.GetTitledFirstName] about [This.GetHerHis] lover;[Root.GetTitledFirstName] confronte [This.GetTitledFirstName] ?propos de cette histoire d'adult?e.;[Root.GetTitledFirstName] stellt  [This.GetTitledFirstName] wegen  [This.GetHerHis] Aff?e zur Rede;;[Root.GetTitledFirstName] se encara con [This.GetTitledFirstName] acerca de [This.GetHerHis] amante.;;;;;;;;;x
EVTDESC64041;I thought [From.GetFirstName] would be gone for several hours, so when [From.GetSheHe] opened the door to the bedroom and caught my lover and I in a rather embarrassing embrace and, after [From.GetHerHis] initial surprise, shouted at my lover to get out I was speechless. [From.GetSheHeCap] demanded that I stopped seeing my lover, or else...;Je pensais que [From.GetFirstName] avait quitt?la demeure pendant plusieurs heures, alors quand [From.GetSheHe] a ouvert la porte de la chambre et qu'[From.GetSheHe] nous a surpris dans une ?reinte plut? embarrassante, qu'[From.GetSheHe] lui a hurl?de ficher le camp, j'?ais sans voix. [From.GetSheHeCap] a ?idemment exig?que je cesse d'avoir un comportement adult?e, sinon...;Ich dachte, [From.GetFirstName] w?e f? einige Stunden aus dem Hause, als [From.GetSheHe]pl?zlich die T?e zum Schlafzimmer ?fnete und mich mit meiner Liebe in umschlungener Haltung erwischte, und dann - nach einer Sekunde der ?erraschung ?laut schreiend meinen Partner  hinauswarf, woraufhin ich sprachlos war.  [From.GetSheHeCap] forderte, dass ich aufh?te, meine Liebschaft zu treffen, ansonsten ?;Pens?que [From.GetFirstName] estar? fuera varias horas, por lo que cuando [From.GetSheHe] abri?la puerta de la alcoba, me pill?con mi amante en una postura bastante comprometedora. Tras la sorpresa inicial, le grit?a mi amante que se marchara. Me qued?sin palabras. [From.GetSheHeCap] exigi?que dejara de ver a mi amante, o de lo contrario...;;;;;;;;;x
EVTOPTA64041;I won't break it up!;Je ne le dirai pas !;Ich werde es nicht beenden!;;?o voy a dejarlo!;;;;;;;;;x
EVTOPTB64041;Anything for the sake of domestic peace!;Tout pour la paix int?ieure !;Alles, um den h?slichen Frieden zu wahren!;;?o que haga falta por el bien de la paz familiar!;;;;;;;;;x
EVTDESC64045;I don't know what has happened lately, no matter what my lover does I feel irritated and have actually started to avoid [Root.GetHerHimOpp]. Our relationship brings me only irritation, it is as if we have grown apart...;Je ne comprends pas ce qui se passe ces derniers temps. Peu importe ce que fait mon amour ill?itime, cela m'irrite et j'ai m?e commenc??l'?iter. Notre relation ne m'apporte que frustrations. C'est comme si nous nous ?ions ?oign??Ich wei?nicht, was k?zlich passiert ist, aber egal was mein Liebhaber tut, ich f?le mich irritiert und habe angefangen [Root.GetHerHimOpp] zu meiden. Unsere Beziehung bringt mir nichts als ?rger ein, es ist, als h?ten wir uns auseinander gelebt ...;;No s?qu?pasa ?timamente. Todo lo que mi amante hace me molesta y he empezado a evitar[Root.GetHerHimOpp]. Nuestra relaci? solo me aporta irritaci?, creo que nos hemos distanciado...;;;;;;;;;x
EVTOPTA64045;I don't love [Root.GetHerHimOpp] anymore;Je ne l'aime plus;Ich liebe [Root.GetHerHimOpp] nicht mehr;;Ya no [Root.GetHerHimOpp] amo;;;;;;;;;x
EVTDESC64046;[From.GetTitledFirstName] has avoided me for some time, and the rare occasions when we meet have turned from the love-filled evenings I remember to hours of arguing and disagreement. It did not come as a shock when [From.GetTitledFirstName] told me [From.GetSheHe] wanted to end our relationship but it hurt more than I thought it would.;From.GetTitledFirstName] m'?ite depuis quelques temps et les rares occasions o?nous nous rencontrons, l'amour laisse place ?la dispute et au d?accord. Cela ne m'a pas ?onn?lorsqu'[From.GetTitledFirstName] m'a dit qu'[From.GetSheHe] voulait mettre fin ?notre relation, mais cela m'a fait plus mal que je ne l'aurais cru.;[From.GetTitledFirstName] hat mich einige Zeit gemieden und die seltenen Gelegenheiten, an denen wir uns trafen, ver?derten sich von einst liebeserf?lten N?hten zu N?hten des Streitens und der Uneinigkeit.  Es war kein Schock, als [From.GetTitledFirstName] mir erkl?te,  [From.GetSheHe] wolle unsere Beziehung beenden, aber es hat mich doch mehr verletzt, als ich dachte. ;;[From.GetTitledFirstName] me ha estado esquivando y las escasas ocasiones en que nos hemos visto han dejado de ser veladas llenas de amor para convertirse en noches de discusiones y desacuerdos. Cuando [From.GetTitledFirstName] me dijo que  [From.GetSheHe] quer? romper nuestra relaci? no me sorprendi? pero me doli?m? de lo esperado.;;;;;;;;;x
EVTOPTA64046;In the end we parted as friends...;Nous sommes finalement rest? bons amis?Am Ende sind wir als Freunde auseinander gegangen ...;;Al final quedamos como amigos?;;;;;;;;x
EVTDESC64050;Since we were young, we had always felt there was something between us, something that made certain situations more awkward than they should have been. Our teenage infatuation has deepened and grown into something more, something that is hard to explain...;Depuis que notre jeunesse, nous avions toujours ressenti qu'il y avait quelque chose entre nous, quelque chose qui fait que certaines situations sont plus difficiles qu'elles ne devraient l'?re en r?lit? Notre engouement d'adolescents s'est amplifi?et d?elopp?en quelque chose de difficile ?expliquer ...;Seit wir jung waren, hatten wir immer gesp?t, das etwas zwischen uns stand, etwas, das bestimmte Situationen unangenehmer machte, als sie h?ten sein sollen.  Unsere Teenager-Liebe hat sich vertieft und wuchs zu etwas Gr?erem heran, zu etwas, das schwer zu beschreiben ist ...;;Desde que ?amos j?enes, siempre sentimos que hab? algo entre nosotros, que provoc?que algunas situaciones resultaran m? dif?iles de lo necesario. Nuestro enamoramiento adolescente ha arraigado y se ha convertido en algo m?, dif?il de explicar...;;;;;;;;;x
EVTOPTA64050;Our infatuation has turned into love;Notre engouement s'est transform?en amour;Unsere Teenager-Romanze verwandelte sich in Liebe;;Nuestro enamoramiento se ha convertido en amor;;;;;;;;;x
EVTTOOLTIP64051;Does [This.GetTitledFirstName] feel the same as I do?;Est-ce que [This.GetTitledFirstName] a les m?es sentiments que moi ?;F?lt [This.GetTitledFirstName] ebenso wie ich?;;?e siente [This.GetTitledFirstName] igual que yo?;;;;;;;;;x
EVTOPTB64050;This was just something for us growing up;C'?ait simplement quelque chose avec lequel nous avons grandi;Dies diente eigentlich mehr unserem Erwachsenwerden;;Hab? algo creciendo para nosotros;;;;;;;;;x
EVTTOOLTIP64052;Has the teenage infatuation turned into affection between [This.GetTitledFirstName] and [Root.GetTitledFirstName]?;L'engouement s'est-il transform?en affection entre [This.GetTitledFirstName] et [Root.GetTitledFirstName] ?;Hat sich die Teenagerliebe zu echter Zuneigung zwischen [This.GetTitledFirstName] und [Root.GetTitledFirstName] entwickelt?;;?e ha convertido el capricho juvenil entre [This.GetTitledFirstName] y [Root.GetTitledFirstName] en afecto?;;;;;;;;;x
EVTDESC64051;The teenage infatuation I felt for [From.GetTitledFirstName] has turned into something more, maybe love, and I know [From.GetTitledFirstName] feels the same way as I do.;L'engouement d'adolescent que je ressentais pour [From.GetTitledFirstName] s'est transform?en quelque chose de plus fort, peut-?re en amour, et je sais que [From.GetTitledFirstName] ressent la m?e chose que moi.;Die Teenager-Liebe, die ich f? [From.GetTitledFirstName] empfand hat sich zu etwas Gr?erem - vielleicht Liebe - entwickelt und ich wei? dass [From.GetTitledFirstName] genau so f?lt wie ich.;;El capricho juvenil que sent? por [From.GetTitledFirstName] se ha convertido en algo m? y s?que [From.GetTitledFirstName] siente lo mismo que yo.;;;;;;;;;x
EVTOPTA64051;So this is love...?;Est-ce l'amour ?;Also, das ist Liebe ...?;;?s?que esto es el amor...?;;;;;;;;;x
EVTDESC64052;[From.GetTitledFirstName] and I used to have a... teenage crush on each other and I met [From.GetHerHim] today and the old feelings welled up. Before I could say something embarrassing, [From.GetTitledFirstName] laughed away our teenage infatuation and told me that [From.GetSheHe] is still fond of me.;[From.GetTitledFirstName] et moi avions?le b?uin l'un pour l'autre lorsque nous ?ions adolescents et lorsque nous nous sommes crois? aujourd'hui, les vieux sentiments ont refait surface. Avant que je ne puisse dire quelque chose de g?ant, [From.GetTitledFirstName] a ri de notre engouement d'adolescents et m'a dit qu'[From.GetSheHe] s'?renait toujours de moi.;[From.GetTitledFirstName] und ich ?schw?mten als Teenager f?einander und als ich [From.GetHerHim] heute traf, flammten die alten Gef?le wieder auf. Bevor ich etwas Peinliches sagen konnte, lachte [From.GetTitledFirstName] ?er unsere Romanze als Teenager und sagte mir, dass [From.GetSheHe] noch immer in mich verliebt sei. ;;[From.GetTitledFirstName] y yo tuvimos un... capricho adolescente y cuando [From.GetHerHim] encontr?hoy, los antiguos sentimientos afloraron. Antes de que pudiera decir nada comprometido, [From.GetTitledFirstName] se ri?de nuestro amor juvenil y me dijo que a [From.GetSheHe] todav? le gusto.;;;;;;;;;x
EVTOPTA64052;Yes, it was only a teenage infatuation...;Oui, ce n'?ait qu'un engouement d'adolescent;Ja, es war nur eine Teenager-Romanze ...;;S? solo fue un amor juvenil...;;;;;;;;;x
EVTOPTB64052;But I loved you...;Mais, je vous ai aim?..;Aber ich liebte Euch ...;;Pero yo te amaba...;;;;;;;;;x
IMAM;Imam;Imam;Imam;;Im?;;;;;;;;;x
IMAM_FOA;Your Highness;Votre Altesse;Eure Hoheit;;Su Alteza;;;;;;;;;x
REVOKE_TITLE_INTERACTION_LETTER;We have decided to immediately revoke your title as [ThirdPartyTitle.GetFullName]. Failure to hand it over peacefully will lead to war.;Nous avons d?id?de r?oquer imm?iatement votre titre de [ThirdPartyTitle.GetFullName]. Votre comportement conduira ?la guerre.;Wir haben beschlossen, Euch sofort den Titel als [ThirdPartyTitle.GetFullName] zu entziehen. Sollte es bei der friedlichen ?ergabe zu Fehlern kommen, f?rt das zum Krieg. ;;Hemos decidido revocar vuestro t?ulo de [ThirdPartyTitle.GetFullName] inmediatamente. Si no lo entreg?s pac?icamente, la guerra comenzar?;;;;;;;;;x
EVTDESC20111;My liege, I have tried to make [From.GetBestName] realize what a benevolent and peaceful ruler you really are, but sinister forces at [From.GetHerHis] court have been hard at work to discredit my every move and distort my every word. I am afraid that in the end the visit seems to have done more harm than good.\n\nYour humble [Root.GetChancellorName],\n[Root.job_chancellor.GetTitledName];Mon Seigneur, j'ai tent?de faire comprendre ?[From.GetBestName] combien vous ?es un Suzerain bienveillant et paisible, mais des forces malveillantes de sa Cour ont vite discr?it?chacune de mes actions et ont d?orm?chacune de mes paroles. Je crains que la visite n'ait fait plus de mal que de bien. .\n\nVotre humble [Root.GetChancellorName],\n[Root.job_chancellor.GetTitledName];Mein Lehensherr, ich habe versucht, [From.GetBestName] klar zu machen, was f? ein friedlicher Herrscher Ihr seid, aber b?e M?hte am Hof von [From.GetHerHis] haben all ihre Macht daran gesetzt, jedes meiner Worte in Verruf zu bringen. Ich f?chte, dass der Besuch mehr Schaden denn Gutes angerichtet hat.\n\nEuer ergebener [Root.GetChancellorName],\n[Root.job_chancellor.GetTitledName];;Mi se?r, he tratado de conseguir que [From.GetBestName] se d?cuenta de lo benevolente y pac?ico que sois como gobernador, pero las fuerzas siniestras de [From.GetHerHis] corte se han esforzado en desacreditar todos mis movimientos y en distorsionar cada una de mis palabras. Me temo que, al final, mi visita ha hecho m? mal que bien.\n\nVuestro humilde [Root.GetChancellorName],\n[Root.job_chancellor.GetTitledName];;;;;;;;;x
CHAR_OPINION_OF_CHAR;§$CHAR1$'s? opinion of §$CHAR2$§!;Opinion de §$CHAR1$§! au sujet de §$CHAR2$§!;§$CHAR1$'s? Meinung ?er §$CHAR2$§!;;Opini? de §$CHAR1$§! sobre §$CHAR2$§!;;;;;;;;;x
CHAR_IMPRISONED_SETUP;Character Imprisoned;Personnage emprisonn?Charakter wurde inhaftiert;;Personaje encarcelado;;;;;;;;;x
